"දදනික තත්ත්ව වාර්තාව-ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :12th May 2022 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ධ්‍ය පලොත
kj;jpa
khfhzk;
Central",1,"නුෙරඑලිය
Etnuypah
Nuwara Eliya",Walapane,Fire,2022.05.10,1,5,,,,,1,,,,,,
,,,,Tree Fallen,2022.05.11,4,15,,,,,3,,,,,,
,,,Kothmale,Cutting Faliure,2022.05.11,2,6,,,,,2,,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,7,26,0,0,0,0,6,0,0,0,0,0,
,2,,Rattota,High Wind,2022.04.29,1,3,,,,,1,,,,,,
,,ොතමල් khj;jis,Ukuwela,,2022.05.11,2,7,,,,,2,,,,,,
,,Matale,Galewela,,2022.05.10,1,4,,,,,1,,,,,,
,,,Laggala pallehama,,2022.05.11,11,37,,,,,9,,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,15,51,0,0,0,0,13,0,0,0,0,0,
,පළොත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,22,77,0,0,0,0,19,0,0,0,0,0,
,3,කිලිමනොච්චිය,Karachchi,High wind,2022.05.10,3,14,,,,,2,1,,,,,
,,fpspnehr;rp,Kandawalai,,2022.05.12,1,5,,,,,1,,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,4,19,0,0,0,0,3,1,0,0,0,0,
,පළොත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,4,19,0,0,0,0,3,1,0,0,0,0,
,4,"ම ොනරොගල
nkhdwhfiy
Moneragala",Monaragala,"High wind / Heavy
Rain",2022.05.10,38,177,,,,,38,,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,38,177,0,0,0,0,38,0,0,0,0,0,
,පළොත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,38,177,0,0,0,0,38,0,0,0,0,0,
,5,,Kolonna,High wind,2022.05.09,1,5,,,,,1,,,,,,
,,,,,2022.05.11,2,4,,,,,2,,,,,,
,,,Elapatha,High wind,2022.05.09,2,7,,,,,2,,,,,,
,,,,Cutting Faliure,2022.05.09,1,4,,,,,1,,,,,,
,,,,High wind,2022.05.10,4,15,,,,,4,,,,,,
,,,,,2022.05.12,1,5,,,,,1,,,,,,
,,,Pelmadulla,High wind,2022.05.10,2,9,,,,,2,,,,,,
,,රත්නපුර,,,2022.05.12,2,9,,,,,2,,,,,,
,,",uj;jpdGhp",,High wind,2022.05.11,1,1,,,,,1,,,,,,
,,Rathnapura,Ayagama,High wind,2022.05.10,1,3,,,,,1,,,,,,
,,,Niwithigala,High wind,2022.05.10,1,4,,,,,1,,,,,,
,,,,High wind,2022.05.11,1,4,,,,,1,,,,,,
,,,Balangoda,Tree Fallen,2022.05.10,1,4,,,,,1,,,,,,
,,,Kahawatta,High wind,2022.05.11,1,2,,,,,1,,,,,,
,,,Kuruwita,High wind,2022.05.11,7,21,1,,,,6,,,,,,
,,,Godakawela,Cutting Faliure,2022.05.11,1,5,,,,,1,,,,,,
,,,Kalawana,Tree Fallen,2022.05.11,4,15,,,,,4,,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,33,117,1,0,0,0,32,0,0,0,0,0,
,පළොත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,33,117,1,0,0,0,32,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,97,390,1,0,0,0,92,1,0,0,0,0,
,,,"ආ ප ද ො කළ නොකරණ ධ්‍යස්ථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇ තුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,"ෆැක්ස්/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com",,,,,,,,,,,,,,,
,,,"මෙබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,
