"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka
දිනය /jpfjp / Date : 19th April 2020 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purvie",,"ආපදාව
mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Location
s","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
ස්ත්‍බරගමුව පලාත,1,"කෑගල්ල
Nffhiy
Kegalle",Ruwanwella,Drought,2020.01.17,712,3383,,,,,,,,,,,Distribution of drinking water
,,,Bulathkohupitiya,,2020.02.10,461,1850,,,,,,,,,,,
,,,Deraniyagala,,2020.02.06,650,2810,,,,,,,,,,,
,,,Mawanella,,2020.01.16,2017,7083,,,,,,,,,,,
,,,Galigamuwa,,2020.02.13,601,2459,,,,,,,,,,,
,,,Kegalle,,2020.03.02,1237,3630,,,,,,,,,,,
,,,Aranayaka,,2020.03.01,1361,5140,,,,,,,,,,,
,,,Dehiowita,,2020.03.06,197,604,,,,,,,,,,,
,,,Warakapola,,2020.02.20,4057,15157,,,,,,,,,,,
"rg;ufKt
Sabaragamuwa",දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,11293,42116,0,0,0,0,0,0,0,0,0,0,
,2,"රත්නපුර
,uj;jpdGhp
Rathnapura",Eheliyagoda,Drought,2020.03.04,2462,9330,,,,,,,,,,,Distribution of drinking water
,,,Pelmadulla,,2020.03.04,1301,5371,,,,,,,,,,,
,,,Kalawana,,,2016,7019,,,,,,,,,,,
,,,Kolonna,,2020.02.20,796,2620,,,,,,,,,,,
,,,Rathnapura,,2020.03.01,305,1055,,,,,,,,,,,
,,,Opanayaka,,,1270,5102,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,8150,30497,0,0,0,0,0,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,19443,72613,0,0,0,0,0,0,0,0,0,0,
,,,Yatinuwara,,2020.02.10,30,150,,,,,,,,,,,
,,,Ganga Ihalakorale,,2020.02.10,300,1080,,,,,,,,,,,
,,,Medadumbara,,2020.03.06,232,890,,,,,,,,,,,
"මධ්‍යම පලාත
kj;jpa khfhzk;
Central",3,"මහනුවර
fz;b
Kandy",Akurana,Drought,2020.03.09,997,3607,,,,,,,,,,,
,,,Kundasale,,2020.03.25,50,200,,,,,,,,,,,
,,,Pathadumbara,,2020.03.25,465,1555,,,,,,,,,,,
,,,Pujapitiya,,2020.04.07,355,1574,,,,,,,,,,,
,,,Thumpane,,2020.03.25,450,1739,,,,,,,,,,,
,,,Delthota,,2020.04.03,542,2448,,,,,,,,,,,
,,,Pathahewaheta,,2020.04.11,980,3001,,,,,,,,,,,
,,,Gangawatakorale,Tree Fallen,2020.04.17,1,4,,,,,1,,,,,,
,,,,,2020.04.18,1,5,,,,,1,,,,,,
,,,Doluwa,,2020.04.16,1,6,,,,,1,,,,,,
,,,,,2020.04.17,1,2,,,,,1,,,,,,
,,,Udapalath,,2020.04.15,1,4,,,,,1,,,,,,
,,,Minipe,,2020.04.15,6,20,,1,,,6,,,,,,
,,,Delthota,Heavy Rain,2020.04.17,2,11,,,,,2,,,,,,
,,,Thumpane,,2020.04.14,1,4,,,,,1,,,,,,
,,,,,2020.04.16,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,4416,16304,0,1,0,0,15,0,0,0,0,0,
,4,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Ambagamuwa,High Wind,2020.04.14,5,26,,,,,5,,,1,5,26,Venture Child Care Center
,,,Nuwaraeliya,Landslide,2020.04.16,1,5,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,6,31,0,0,0,0,5,0,0,1,5,26,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,4422,16335,0,1,0,0,20,0,0,1,5,26,
