"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- SriLanka
දිනය /jpfjp / Date : 06th December 2019 at 1900hrs",,,,,,,,,,,,,,,,,,
"ලේකම් - රාජ්‍ය පරිපාලන, ආපදා කළමනාකරණ හා පශු ස්ත්‍ම්පත් ස්ත්‍ංවර්ධන අමාතයාංශය / சேயலாளர், ச ாது நிரவ் ாக மற்றும் அனரத் ்த முகாமமத்துவ அமமேசு் / Secretary, Ministry of Public Administration, Disaster Management & Livestock Development",,,,,,,,,,,,,,,,,,
රාජ්‍ය පරිපාලන ස්ත්‍හ ආපදා කළමනාකරණ අමාතයාංශය ගරු අමාතයතුමාලේ පුද්ගලික ලේකම් /சகௌரவ பிரமைக்கு தனியார் சேயலாளர் ச ாது நிரவ் ாக மற்றும் அனரத் ்த முகாமமத்துவ அமமேே் ர் / Private Secretary to the Hon. Minister of Public Administration & Disaster Management,,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாக ் பிரிவு
Administrative purvie",,"ආපදාව
mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற ாதி ்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Location
s","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ඌව
Cth khfhzk;
Uva",1,"බදුල්ල
gJs;is
Badulla",Lunugala,Landslide Risk,2019.12.02,25,102,,,,,6,,,2,19,80,"Gallalla Tamil
CollageVignashvaram
Tamil Collage"
,,,Badulla,Heavy Rain,2019.12.03,77,363,,,,,17,,,1,41,173,Wallur Tamil Collage
,,,Ridimaliyadda,Tree Fallen,2019.12.03,8,24,,,,1,7,,,,,,
,,,Bandarawela,Heavy Rain,2019.12.03,37,131,,,,,37,,,,,,
,,,Soranathota,Heavy Rain,2019.12.03,8,44,,,,,8,,,,,,
,,,Kandaketiya,Heavy Rain,2019.12.03,3,14,,,,,3,,,,,,
,,,Haputhale,Landslide,2019.12.03,30,101,,,,,30,,,,,,
,,,Haldunmulla,Heavy Rain,2019.12.04,6,24,,,,2,4,,,,,,
,,,Walimada,Heavy Rain,2019.12.04,33,301,,,,1,32,,,,,,
,,,Uvaparanagama,Heavy Rain,2019.12.03,134,532,,,,2,105,,,2,29,118,"Kohilegama Safety
Centre/ Daluwatta Muslim
Palli"
,,,Passara,Heavy Rain,2019.12.04,25,92,,,,,23,,,1,2,11,Hopton Day care Centre
,,,Haliela,Heavy Rain,2019.12.03,63,217,,,,,26,,,3,37,112,"Moragolla Tamil Cpllage/
Moreitota Collage/
Dikwellawatta Day care
Center"
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,449,1945,0,0,0,6,298,0,0,9,128,494,
,2,"ගමානරාෙල
nkhdwhfiy
Moneragala",Bibila,Landslide,2019.11.30,9,27,,,,,8,,,1,20,54,Neelagiri Temple
,,,Medagama,,,11,27,,,,,8,,,,,,
,,,Siyambalanduwa,Heavy Rain,,10,42,,,,,10,,,,,,
,,,Monaragala,,,1,5,,,,,1,,,,,,
,,,Buttala,,,1,4,,,,,1,,,,,,
,,,Kataragama,,,2,9,,,,,2,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,34,114,0,0,0,0,30,0,0,1,20,54,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,483,2059,0,0,0,6,328,0,0,10,148,548,
,3,,Koralaipattu,Flood,2019.11.29,256,814,,,,,,,,,,,
,,,Koralaipattu North,,2019.12.05,659,1990,,,,,,,,,,,
,,,Koralaipattu West,,2019.12.04,90,343,,,,,2,,,,,,
,,,Koralaipattu south,,2019.11.29,16,38,,,,,3,,,1,13,29,
,,,Manmunai west,,2019.11.29,31,92,,1,,,13,,,,,,
,,,,Lightning,,1,5,,,,,,,,,,,
,,,Manmunai North,,2019.11.26,2216,7412,,,,1,2,,,3,38,89,"Pre School, Navatkudha
East/ Saratha School,
Navatkudah East"
,,,kattankudy,,2019.11.29,107,384,,,,,,1,,,,,
,,,Manmunai pattu,,2019.11.28,1854,7122,,,,,2,,,3,182,715,"karbala mosque,
arayampathi East"
,,,Monmunai south & EP,,2019.12.02,222,659,,,,,2,,,1,59,217,"Multy Purpose Building,
Othachchimadam North"
,,,Monmunai south West,,2019.12.03,13,45,,,,,,,,,,,
