,5,"කුරුනෑගල
FUdhfy;
Kurunegala",Malkauwawa,Flood,2023.10.29,1,4,,,,,,,,,,,
,,,Bamunakotuwa,Wall Collapse,2023.11.03,1,4,,,,,1,,,,,,
,,,Ridigama,Heavy Rain,2023.11.03,1,5,,,,,1,,,,,,
,,,Alawwa,Heavy Rain,2023.11.03,1,5,,1,,,1,,,,,,
,,,Ambanpola,Heavy Rain,2023.11.03,1,5,,,,,,,,,,,
,,,Udubaddawa,Heavy Rain,2023.11.03,1,5,,,,,,,,,,,
,,,Ganewatta,Lightning,2023.11.03,1,6,,,,,1,,,,,,
,,,,Heavy Rain,2023.11.05,3,7,,,,,3,,,,,,
,,,Kotawehera,Flood,2023.11.04,1,3,,,,,1,,,,,,
,,,Rasnayakapura,Flood,2023.11.05,28,88,,,,,,,,,,,
,,,Maho,Heavy Rain,2023.11.04,1,1,,,,,1,,,,,,
,,,Kobeigane,High Wind,2023.11.04,1,1,,,,,,,,,,,
,,,Bingiriya,Heavy Rain,2023.11.05,3,10,,,,,3,,,,,,
,,,Nikaweratiya,Lightning,2023.11.05,1,2,,,,,1,,,,,,
,,,,Heavy Rain,2023.11.05,1,4,,,,,1,,,,,,
,,,Panduwasnuwara West,High Wind,2023.11.06,1,4,,,,,1,,,,,,
,,,Maspotha,High Wind,2023.11.06,1,3,,,,,1,,,,,,
,,,Giribawa,Lightning,2023.11.05,1,3,,,,,1,,,,,,
,,,Polpithigama,Heavy Rain,2023.11.02,2,6,,,,,,,,,,,
,,,,Lightning,2023.11.05,1,5,,,,,1,,,,,,
,,,Ibbagamuwa,Tree Fallen,2023.11.03,1,4,,,,,1,,,,,,
,,,Kuliyapitiya West,Tree Fallen,2023.11.05,1,4,,,,,1,,,,,,
,,,,Flood,2023.11.06,6,17,,,,,6,,,,,,
,,,Pannala,Heavy Rain,2023.11.05,2,9,1,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,62,205,1,1,0,0,27,0,0,0,0,0,
,පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,2852,10107,1,1,0,0,29,0,0,2,10,36,
"Western
Nky; khfhzk;
බස්ත්‍රනොහිර පලොත",6,"ගම්පහ
fk;g`h
Gampaha",Minuwangoda,Flood,2023.11.02,,,,,,,,,,1,3,13,
,,,,,2023.11.05,,,,,,,,,,1,1,6,
,,,Attanagalla,Flood,2023.11.06,6,25,,,,,,,,1,6,25,
,,,,Flood,2023.11.06,25,109,,,,,,,,1,25,109,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,31,134,0,0,0,0,0,0,0,4,35,153,
,පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,31,134,0,0,0,0,0,0,0,4,35,153,
"ධ්‍ය පලොත
kj;jpa khfhzk;",7,"නුවර
fz;b
Kandy",Thumpane,Heavy Rain,2023.11.05,1,6,,,,,1,,,,,,
,,,Pathahewaheta,Rock Fallen,2023.11.05,1,3,,,,,1,,,1,5,14,
,,,Harispaththuwa,Heavy Rain,2023.11.03,2,10,,,,,2,,,,,,
,,,Kundasale,Heavy Rain,2023.11.04,5,24,,,,,5,,,,,,
,,,Gangawata Korale,Heavy Rain,2023.11.05,3,11,,,,,3,,,,,,
,,,Pathadumbara,Heavy Rain,2023.11.03,4,18,,,,,4,,,,,,
,,,Medadumbara,Cutting Faliure,2023.11.04,3,13,,,,,3,`,,,,,
,,,Doluwa,Heavy Rain,2023.11.04,2,10,,,,,1,,,,,,
,,,Udunuwara,Heavy Rain,2023.11.03,1,4,,,,,1,,,,,,
,,,Pasbage Korale,Lightning,2023.11.04,3,12,,,,,3,,,,,,
,,,,Rock Fallen,2023.11.04,4,15,,,,,,,,,,,
,,,,Heavy Rain,2023.11.04,1,3,,,,,1,,,,,,
,,,Yatinuwara,Heavy Rain,2023.11.05,3,15,,,,,3,,,,,,
,,,Poojapitiya,Heavy Rain,2023.11.03,1,2,,,,,1,,,,,,
,,,,Cutting Faliure,2023.11.04,1,2,,,,,1,,,,,,
Central,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,35,148,0,0,0,0,30,0,0,1,5,14,
,8,"ොතමල්
khj;jis
Matale",Ukuwela,Heavy Rain,2023.11.05,9,30,,,,1,5,,,,,,
,,,Galewela,Heavy Rain,2023.11.03,1,4,,,,,1,,,,,,
,,,Raththota,Heavy Rain,2023.11.05,1,5,,,,,1,,,,,,
,,,Mathale,High Wind,2023.11.03,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,12,43,0,0,0,1,8,0,0,0,0,0,
