"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka
දිනය /jpfjp / Date : 14th May 2020 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purvie",,"ආපදාව
mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ස්ත්‍බරගමුව පලාත
rg;ufKt
Sabaragamuwa",1,"කෑගල්ල
Nffhiy
Kegalle",Warakapola,Tree Fallen,2020.05.03,7,27,,,,,7,,,,,,
,,,,,2020.05.10,2,8,,,,,2,,,,,,
,,,,Lightning,2020.05.03,1,4,,,,,1,,,,,,
,,,Dehiowita,Tree Fallen,2020.05.03,2,7,,,,,2,,,,,,
,,,,Cutting Failure,2020.05.12,3,12,,,,,2,,,,,,
,,,Galigamuwa,Tree Fallen,2020.05.03,5,22,,,,1,4,,,,,,
,,,,Lightning,2020.05.10,1,5,,,,,,,,,,,
,,,Mawanelle,Cutting Failure,2020.05.10,1,4,,,,,1,,,,,,
,,,,Tree Fallen,2020.05.09,2,10,,,,,2,,,,,,
,,,,,2020.05.11,2,3,,,,,2,,,,,,
,,,,Fire,2020.05.12,1,2,,,,,1,,,,,,
,,,Yatiyantota,High Wind,2020.04.26,10,39,,,,,10,,,,,,
,,,,,2020.05.03,1,4,,,,,1,,,,,,
,,,,Lightning,,1,4,,,,,1,,,,,,
,,,,,2020.05.11,2,10,,,,,2,,,,,,
,,,Bulathkohupitiya,High Wind,2020.04.20,2,7,,,,,2,,,,,,
,,,Deraniyagala,,2020.05.05,7,29,,,,,7,,,,,,
,,,,Cutting Failure,2020.05.12,5,21,,,,,5,,,,,,
,,,Kegalle,Tree Fallen,2020.04.23,1,6,,,,,1,,,,,,
,,,,Lightning,2020.04.27,1,5,,,,,1,,,,,,
,,,Ruwanwelle,,2020.05.10,1,4,,,,,1,,,,,,
,,,,Tree Fallen,2020.04.22,1,4,,,,,1,,,,,,
,,,Aranayaka,Lightning,2020.05.12,1,1,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,60,238,0,0,0,1,57,0,0,0,0,0,
,2,"රත්නපුර/,uj;jpdGh
p/ Rathnapura",Godakawela,High Wind,2020.05.12,4,13,,,,,4,,1,,,,
,,,Opanayaka,,2020.05.13,4,17,,,,,1,,,,,,
,,,Weligepola,Heavy Rain,2020.05.12,4,22,,,,,4,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,12,52,0,0,0,0,9,0,1,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,72,290,0,0,0,1,66,0,1,0,0,0,
