"Weather Forecast for Main Cities
Date : 31-Aug-2026",,,,,
City,Temperature (0C),,Relative Humidity (%),,Weather
,Max,Min,Max,Min,
Anuradhapura,35,26,90,50,Mainly fair
Batticaloa,35,26,85,55,Mainly fair
Colombo,31,27,85,70,Several spells of showers
Galle,30,25,95,85,Showers at times
Jaffna,34,27,85,60,Mainly fair
Kandy,30,23,95,75,Showers at times
Nuwara-Eliya,19,15,95,80,Showers at times
Ratnapura,32,25,95,70,Showers at times
Trincomalee,36,27,75,45,Mainly fair
Mannar,31,27,85,75,Mainly fair
