"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka දිනය
/jpfjp / Date : 03rd December 2020 at 1200hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk; Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l
Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"උතුරු පලොත
tl khfhzk
Northen",1,"මන් ොරම
kd;dhH
Mannar",Mannar Town,(Burevi) Cyclone,,831,3050,,,,,,6,,5,172,695,
,,,Nanaddan,,,133,343,,,,,2,,,1,9,20,
,,,Musali,,,16,39,,,,,2,,,1,344,1390,
,,,Manthai West,,,923,3333,,,,,,,,10,1251,4684,
,,,Madhu,,,333,984,,,,,2,,,1,2,6,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,2236,7749,0,0,0,0,6,6,0,18,1778,6795,
,2,"යොප ය
aho;g;ghzk;
Jaffna",Karaveddy,(Burevi) Cyclone,2020.12.01,1,5,,,,,1,,,,,,
,,,Chankanai,,2020.12.02,1,6,,,1,,,,,,,,Burevi Cyclone
,,,Tellippalai,,,82,290,,,,,14,,,1,14,50,
,,,Jaffna,,,341,1318,,,,,1,,,,,,
,,,Sandilippay,,,67,308,,,,,1,,,1,66,303,
,,,Maruthankerny,,,154,484,,,,,,,,,,,
,,,Chavakachcheri,,,77,229,,,,,77,,,1,6,16,
,,,Delft,,,29,96,,,,,3,,,,,,
,,,Uduvil,,,6,21,,,,,1,,,,,,
,,,Point Pedro,,,69,219,,4,,15,54,2,,1,48,153,
,,,Velanai,,,2,10,,,,,,,,1,5,17,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,829,2986,0,4,1,15,152,2,0,5,139,539,
,3,"කිලින ොච්චිය
fpspnehr;rp
Killinochchi",Karachchi,(Burevi) Cyclone,2020.12.02,10,41,,,,,9,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,10,41,0,0,0,0,9,0,0,0,0,0,
,4,,Maritimepattu,(Burevi) Cyclone,2020.12.02,123,427,,,,,1,,,4,130,444,
,,,Puthukkudiyiruppu,,,7,12,,,,,,,,,,,
,,මුලතිව්න,Oddusuddan,,,16,50,,,,,,,,,,,
,,"Ky;iyj;jPT
Mulaitivu",Thunukkai,,,190,453,,,,,,,,,,,
,,,Manthai East,,,43,129,,,,,,,,,,,
,,,Welioya,,,26,78,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,405,1149,0,0,0,0,1,0,0,4,130,444,
,5,"වව්නියොව
tTdpah
Vavuniya",Vavuniya,(Burevi) Cyclone,2020.12.02,2,7,,,,,2,,,,,,
,,,Vavuniya North,,2020.12.03,69,216,,,,,,1,,,,,
,,,Vavuniya South,,2020.12.02,1,4,,,,,1,,,,,,
,,,Vengala Cheddikulam,,2020.12.03,2,9,,,,,2,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,74,236,0,0,0,0,5,1,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,3554,12161,0,4,1,15,173,9,0,27,2047,7778,
