"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka
දිනය /jpfjp / Date : 06th August 2020 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purvie",,"Heavy Rain & High
windආපදාව mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"මධ්‍යම පලාත
kj;jpa khfhzk
Central",1,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Walapane,Tree Fallen,2020.08.05,1,3,,,,,1,,,,,,
,,,Hanguranketha,,2020.08.06,1,4,,,,,1,,,,,,
,,,Nuwara Eliya,,,1,4,,1,,1,,,,,,,
,,,,Cutting Failure,,1,5,,,,,1,,,,,,
,දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,4,16,0,1,0,1,3,0,0,0,0,0,
,,,Udapalatha,,2020.08.06,1,5,,,,,1,,,,,,
,,,Pasbage Korale,,2020.08.05,5,18,,,,,5,,,,,,
,,,Udunuwara,,2020.08.06,3,10,,,,,3,,,,,,
,,,Gangawatakorale,,2020.08.05,1,4,,,,1,,,,,,,
,2,නුවර,Ganga Ihala Korale,,2020.08.05,4,19,,,,,4,,,,,,
,,fz;b Kandy,Hatharaliyadda,Heavy Rain & High wind,2020.08.06,1,5,,,,,1,,,,,,
,,,Pathadumbara,,2020.08.05,1,6,,,,,1,,,,,,
,,,Pathahewaheta,,2020.08.05,5,22,,,,,5,,,,,,
,,,Akurana,,2020.08.06,1,4,,,,,1,,,,,,
,,,Pujapitiya,,2020.08.05,1,2,,,,,1,,,,,,
,දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,23,95,0,0,0,1,22,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,27,111,0,1,0,2,25,0,0,0,0,0,
"Western
Nky; khfhzk
;බස්නාහිර පලාත",3,"කකාළඹ
nfhOk;G
Colombo",Moratuwa,Heavy Rain & High wind,2020.08.06,119,422,,,,,119,,,,,,
,,,Padukka,,,78,271,,,,,78,,,,,,
,,,Maharahgama,,,22,67,,,,,22,,,,,,
,,,Dehiwala,,,2,7,,,,,2,,,,,,
,,,Homagama,,,153,620,,,,,153,,,,,,
,,,Thimbirigasyaya,,,12,35,,,,,12,,,,,,
,,,Kesbewa,,,7,20,,,,,7,,,,,,
,,,Kolonnawa,,,1,3,,,,,1,,,,,,
,,,Seethawaka,,,122,454,,,,,122,,,,,,
,දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,516,1899,0,0,0,0,516,0,0,0,0,0,
,4,"කළුතර
fSj;Jiw
Kalutara",Ingiriya,Heavy Rain & High wind,2020.08.06,50,160,,,,,50,,,,,,
,,,Bulathsinghala,,,5,19,,,,3,2,,,,,,
,,,Palindanuwara,,,9,30,,,,,9,,,,,,
,,,Walallawita,,,5,19,,,,,5,,,,,,
,,,Mathugama,,,14,40,,,,,14,,,,,,
,,,Millaniya,,,4,15,,,,,0,,,,,,
,,,Dodangoda,,,5,20,,,,,5,,,,,,
,,,Bandaragama,,,7,21,,,,3,4,,,,,,
,,,Panadura,,,40,130,,,,,40,,,,,,
,,,Agalawatta,,,3,11,,,,,3,,,,,,
,,,Beruwala,,,1,3,,,,,1,,,,,,
,,,Kalutara,,,6,20,,,,,6,,,,,,
,,,Madurawala,,,9,30,,,,,9,,,,,,
,,,Horana,,,39,100,,,,,39,,,,,,
,දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,197,618,0,0,0,6,187,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,713,2517,0,0,0,6,703,0,0,0,0,0,
