"වයඹ පලාත
tlNky;
khfhzk; North
Western",12,"පුත්තලම Gj;jsk;
Puttalam",Kalpitiya,Wind,2020.09.07,1,3,Page 3,,,,1,,,,,,
,,,Chilaw,,,1,4,,,,,1,,1,,,,
,,,Mundalam,Rain & Wind,2020.09.06,2,6,,,,,2,,,,,,
,,,Wanathavilluwa,High wind,2020.09.07,1,4,,,,,,1,,,,,
,,,Wennappuwa,Rain & Wind,,99,454,,,,,4,,,,,,
,,,Anamaduwa,Lightning,2020.09.06,1,5,,,,,1,,,,,,
,,,Dankotuwa,Rain & flood,2020.09.07,53,200,,,,,5,,,,,,
,,,Naththandiya,Wind,,1,4,,,,,1,,1,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,159,680,0,0,0,0,15,1,2,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,159,680,0,0,0,0,15,1,2,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,1248,5070,2,6,0,41,528,6,2,4,64,228,
,,,"රාජකාරි භාර නිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002
මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :
ආ ප ද ා ක ළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,"ෆැක්ස්ත්‍ර/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com
මවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,
……………………………………………………….,,,,,,,,,,,,,,,,,,
