"Weather Forecast for Main Cities
Date : 23-Aug-2026",,,,,
City,Temperature (0C),,Relative Humidity (%),,Weather
,Max,Min,Max,Min,
Anuradhapura,34,26,85,55,Mainly fair
Batticaloa,34,26,85,60,Showers or thundershowers are likely after 2.00p.m
Colombo,31,28,85,70,Several spells of showers
Galle,29,26,90,80,Several spells of showers
Jaffna,33,27,90,65,Mainly fair
Kandy,28,22,95,65,Several spells of showers
Nuwara-Eliya,19,14,95,55,Several spells of showers
Ratnapura,30,24,95,85,Several spells of showers
Trincomalee,37,27,75,40,Mainly fair
Mannar,31,27,90,70,Mainly fair
