"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Colombo,"* Padukka and
* Seethawaka
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,"* Neluwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Nagoda,
Elpitiya,
Baddegama and
↑ Niyagama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kalutara,"* Kalutara,
* Millaniya,
* Madurawala,
* Beruwala,
* Panadura and
Horana
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Palindanuwara,
↑Bulathsinhala,
↑ Ingiriya,
↑ Agalawatta,
↑ Mathugama,
↑ Walallawita and
* Dodangoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"Dehiowita,
Yatiyantota,
* Ruwanwella,
* Deraniyagala and
* Warakapola
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Ratnapura,"Eheliyagoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
"Note: ↑shifted one level up, ↑↑shifted two levels up, ↓shifted one level down, ↓↓shifted two levels down.",,,
*newly added with the last update,,,
Special Note: These warning levels are issued based on the cumulative rainfall received to respective areas,,,
and given weather forecast by meteorological department of Sri Lanka,,,
