River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,1.90,2.00,Normal,,-,,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,0.65,0.66,Normal,,0.0,,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,8.78,8.71,Normal,,0.0,,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.45,1.45,Normal,,0.0,,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.28,0.28,Normal,,0.0,,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.37,0.30,Normal,,0.0,,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.56,0.56,Normal,,0.0,,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.79,0.83,Normal,,0.0,,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,4.57,4.57,Normal,,0.0,,,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,0.86,0.84,Normal,,0.0,,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.40,1.54,Normal,,0.0,,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,3.48,3.53,Normal,,0.0,,,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,1.66,1.67,Normal,,40.8,,,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.53,2.54,Normal,,52.7,,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.81,0.90,Normal,,0.0,,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.20,3.19,Normal,,0.0,,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.87,0.86,Normal,,0.0,,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.50,0.50,Normal,,0.0,,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.90,0.90,Normal,,0.0,,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.32,0.31,Normal,,0.3,,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.65,0.65,Normal,,0.0,,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.25,1.25,Normal,,0.0,,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.15,-0.15,Normal,,2.8,,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.93,0.92,Normal,,,11.5,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.63,0.64,Normal,,1,,8.1,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.52,0.47,Normal,,2,,0.8,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.68,-0.64,Normal,,4.5,,,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.47,0.50,Normal,,4.5,,,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.21,-2.20,Normal,,2,,6.5,
Mahaweli Ganga,Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.23,1.24,Normal,,0.2,,,
(RB 60),Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,0.70,0.71,Normal,,0.3,,,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.46,0.46,Normal,,1,,8.2,
,Agra Oya,Calidonia,m,3.00,3.50,4.50,0.58,0.59,Normal,,0.0,,,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.74,1.74,Normal,,0.0,,,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.45,0.45,Normal,,0.0,,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.06,1.05,Normal,,0.0,,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.19,0.22,Normal,,4.4,,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,-,-,-,0.57,0.57,Normal,,2.0,,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.04,2.04,Normal,,0.1,,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,0.99,0.99,Normal,,3.1,,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,0.86,0.86,Normal,,0.0,,,
