,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,21,82,1,0,0,2,17,0,0,1,11,50,
,7,"මාතලල්
khj;jis
Matale",Matale,Heavy Rain,2023.11.17,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,1,4,0,0,0,0,1,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,22,86,1,0,0,2,18,0,0,1,11,50,
"උතුරු පලාත
tl khfhzk;",8,"යාපනය
aho;g;ghzk;
Jaffna",Chankanai,Flood,2023.11.20,2,8,,,,,2,,,,,,
Northen,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,2,8,0,0,0,0,2,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,2,8,0,0,0,0,2,0,0,0,0,0,
"වයඹ පලාත
tlNky; khfhzk;
North Western",9,"කුරුනෑගල
FUdhfy;
Kurunegala",Galgamuwa,"Flood / Heavy Rain /
Tree fallen / High wind",2023.11.18 /19/ 20,1,1,,,,,1,,,,,,
,,,Mallawapitiya,,,1,5,,,,,1,,,,,,
,,,Panduwassnuwara East,,,1,4,,,,,1,,,,,,
,,,Panduwassnuwara West,,,2,2,,,,,2,,,,,,
,,,Ambanpola,,,31,99,,,,,,,,1,4,12,
,,,kuliyapitiya west,,,3,4,,,,,3,,,,,,
,,,Ibbagamuwa,,,123,377,,,,,6,,,,,,
,,,udubaddawa,,,2,7,,,,,,,,,,,
,,,,,,49,162,,,,,,,,,,,
,,,Alawwa,,,13,45,,,,,1,,,,,,
,,,,,,54,229,,,,,3,,,,,,
,,,wariyapola,,,7,26,,,,,2,,,,,,
,,,Mawathagaama,,,13,64,,,,,1,,,,,,
,,,Ganewatta,,,15,39,,,,,,,,,,,
,,,,,,71,269,,,,,2,,,,,,
,,,Polgahawela,,,102,426,,,,,7,,,,,,
,,,Narammala,,,119,414,,,,,1,,,,,,
,,,Pannala,,,5,10,,,,,,,,,,,
,,,,,,69,308,,,,,,,,,,,
,,,Weerambugedara,,,8,23,,,,,6,,,,,,
,,,polgahawela,,,15,64,,,,,3,,,,,,
,,,rideegama,,,3,10,,,,,4,,,,,,
,,,Nikaweratiya,,,1,3,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,708,2591,0,0,0,0,45,0,0,1,4,12,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,708,2591,0,0,0,0,45,0,0,1,4,12,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,798,2930,1,0,0,3,116,0,0,11,191,639,
,,,ආ ප ද ා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre,,,,,,,,,,,,,,,
"හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,,,,
"ෆැක්ස්ත්‍ර/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com",,,,,,,,,,,,,,,,,,
"ලවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk
…..............................................",,,,,,,,,,,,,,,,,,
