"මධ්‍යම පලොත
kj;jpa
khfhzk;
Central",11,"නුවර
fz;b
Kandy",Ganga Ihala Korale,Tree Fallen,2022.10.03,1,6,,,,,1,,,,,,
,,,Meda Dumbara,Rock Fallen,2022.10.03,1,2,,,,,1,,,,,,
,,,Akurana,Heavy Rain & Wind,2022.10.13,1,5,,,,,1,,,,,,
,,,Harispaththu,Heavy Rain & Wind,2022.1014,1,5,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,4,18,0,0,0,0,4,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,4,18,0,0,0,0,4,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,14309,56630,3,2,0,5,207,9,1,36,1660,5383,
,,,"ආ ප ද ො කළම ොකරණ මධ්‍යස්ත්‍රථො ය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,ෆැක්ස්ත්‍ර/ njhiy efy; / Fax: 0112670079,,,,,,,,,,,,,,,
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com,,,,,,,,,,,,,,,,,,
"්වබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
