,4,"ත්‍රීකුණාමලය
jp.kiy
Trincomalee",Thambalakamam,Drowning,2021.04.18,2,10,2,,,,,,,,,,
,,,Kantale,High Wind,2021.04.16-18,3,12,,,,,3,,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,5,22,2,0,0,0,3,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,5,22,2,0,0,0,3,0,0,0,0,0,
"වයඹ පලාත
tlNky;
khfhzk;
North Western",5,"පුත්තලම
Gj;jsk; Puttalam",Nawagaththegama,High Wind,2021.04.14-16,5,21,,,,,5,,,,,,
,,,,,2021.04.15,2,8,,,,,2,,,,,,
,,,Arachchikattuwa,Lightning,2021.04.15,3,14,,,,,3,,,,,,
,,,Karuwalagaswewa,Lightning / High Wind,2021.04.13-15,7,22,,,,,5,4,,,,,
,,,Anamaduwa,Heavy Rain,2021.04.10,1,5,,,,,1,,,,,,
,,,Puttalama,Fire,2021.04.18,1,6,1,,,,1,,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,19,76,1,0,0,0,17,4,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,19,76,1,0,0,0,17,4,0,0,0,0,
"ඌව Cth
khfhzk; Uva",6,"වමානරාගල
nkhdwhfiy
Moneragala",Monaragala,Heavy Rain & Flood,2121.04.15,1,2,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1,2,1,0,0,0,0,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,1,2,1,0,0,0,0,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,1719,5366,5,0,0,1,96,7,0,1,3,19,
,,,"රාජකාරි භාර නිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002
මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesman :
ආ ප ද ා කළමනාකරණ මධයසරථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,"ෆැක්සර/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com",,,,,,,,,,,,,,,
,,,"වවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,
