"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka දිනය /jpfjp
/ Date : 11th January 2021 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j
jpfjp Date
of commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l
Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ හානි
gFjpas
T
Partially","කුඩා හා මධය පරිමාණ
වයාපාරික ස්ත්‍රථාන
சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;if
No. of
Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"උතුරු පලාත
tl khfhzk
Northen",1,යාපනය,Thellipalai,Flood with High wid,2021.01.11,1,7,,,,,1,,,,,,
,,aho;g;ghzk;,Maruthankerny,Heavy rain with Wind,2021.01.11,3,10,,,,,3,,,,,,
,,Jaffna,Chavakachcherei,,,4,16,,,,,4,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,8,33,0,0,0,0,8,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,8,33,0,0,0,0,8,0,0,0,0,0,
,2,,Gangawata Korale,Cutting Failure,2021.01.06,3,8,,,,,3,,,,,,
,,මහනුවර,Akuurana,Havy Rain,2001.01.08,3,8,,,,,3,,,,,,
,,fz;b,,High wind,2021.01.09,1,6,,,,,1,,,,,,
,,Kandy,Pathadumbara,High wind & Heavy Rain,2021.01.09,2,7,,,,,2,,,,,,
,,,Harispatthuwa,Heavy rain & Flood,2021.01.09,3,13,,,,,3,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,12,42,0,0,0,0,12,0,0,0,0,0,
,,නුවරඑලිය,Nuwara Eliya,Land slide Risk,2020.12.21,3,14,,,,,,,,1,3,14,"Konkodia GN Wetherset
Hospitle"
,3,"Etnuypah
Nuwara Eliya",Walapane,Heavy Rain,2021.01.10,6,16,,,,,6,,,,,,
,,,,Gas Leak,2021.01.10,1,3,,3,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,10,33,0,3,0,0,7,0,0,1,3,14,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,22,75,0,3,0,0,19,0,0,1,3,14,
"වයඹ පලාත
tlNky;
khfhzk; North
Western",4,පුත්තලම,Wennappuwa,High Wind,2021.01.06,1,5,,,,,1,,,,,,
,,"Gj;jsk;
Puttalam",Chillaw,Flood,2021.01.11,200,900,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,201,905,0,0,0,0,1,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,201,905,0,0,0,0,1,0,0,0,0,0,
"නැගෙනහිර පලාත
fpof;F Eastern",,ත්‍රීකුණාමලය,Kanthale,,2021.01.07,2,2,,,,,2,,,,,,
,5,jp.kiy,Gomarankadawela,High Wind,2021.01.11,2,10,,,,,2,,,,,,
,,Trincomalee,Kuchchaveli,,2021.01.11,1318,4872,,,,,,1,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1322,4884,0,0,0,0,4,1,0,0,0,0,
,,,Eravur Pattu,,,1,4,,,,,1,,,,,,
,,,Kattankudy,,2021.01.21,401,1477,,,,,1,,,,,,
,6,"මඩකලපුව/kl;lf;f
sg;G/ Batticaloa",Manmunai Pattu,Flood,,132,403,,,,,1,,,,,,
,,,Manmunai South West,,,34,114,,,,,1,,,,,,
,,,Porathivupatthu,,,28,83,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,596,2081,0,0,0,0,4,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,1918,6965,0,0,0,0,8,1,0,0,0,0,
