"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Galle,"Nagoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑ Neluwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kalutara,"Palindanuwara,
Mathugama,
Bulathsinhala,
Agalawatta and
Walallawita
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kegalle,"* Dehiowita and
* Yatiyanthota
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matara,,"Pitabeddara
(Specially in Kalubowitiyana area)
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Ratnapura,"Nivithigala,
Ratnapura,
Kuruwita,
Kiriella,
Eheliyagoda and
Ayagama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Elapatha and
↑ Kalawana
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
"Note: ↑shifted one level up, ↑↑shifted two levels up, ↓shifted one level down, ↓↓shifted two levels down.",,,
*newly added with the last update,,,
Special Note: These warning levels are issued based on the cumulative rainfall received to respective areas,,,
and given weather forecast by meteorological department of Sri Lanka,,,
