,4,"නුවර
fz;b Kandy",Ganga Ihala Korale,Cutting Faliure,2022.10.31,1,4,,,,,1,,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1,4,0,0,0,0,1,0,0,0,0,0,
"මධ්‍යම පලාත
kj;jpa khfhzk;
Central",5,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Walapane,Cutting Faliure,2022.10.31-11.01,2,7,,,,,1,,,,,,
,,,,Tree Fallen,2022.10.30,1,3,,,,,1,,,,,,
,,,Hanguranketha,Rock Fallen,2022.10.31,1,2,,,,,1,,,,,,
,,,Nuwara Eliya,Cutting Faliure,2022.10.30-31,5,21,,,,,4,,,,,,
,,,,Flood,2022.10.30,4,23,,,,,,,,,,,
,,,,Landslide,2022.10.30,1,3,,,,,1,,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,14,59,0,0,0,0,8,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,15,63,0,0,0,0,9,0,0,0,0,0,
"උතුරු පලාත
tl khfhzk;
Northen",6,"යාපනය aho;g;ghzk;
Jaffna",Sandilippay,Flood,2022.10.30-11.01,12,37,,,,,1,,,1,11,32,"Kakkaitivu Fisheries
Society Building"
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,12,37,0,0,0,0,1,0,0,1,11,32,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,12,37,0,0,0,0,1,0,0,1,11,32,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,91,340,1,0,0,0,67,0,0,1,11,32,
,,,"ආ ප ද ා කළමනාකරණ මධ්‍යසරථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,ෆැක්ස/ර njhiy efy; / Fax: 0112670079,,,,,,,,,,,,,,,
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com,,,,,,,,,,,,,,,,,,
"වවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
