"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka
දිනය /jpfjp / Date : 08th July 2020 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purvie",,"ආපදාව mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Location
s","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"මධයම පලොත
kj;jpa khfhzk;
Central",1,"නුෙර
fz;b
Kandy",Ganga Ihala korale,Landslide risk,2020.07.01,18,70,,,,,,,,1,18,70,
,,,Akurana,High Wind,2020.07.06,1,4,,,,,1,,,,,,
,,,Harispattuwa,Fire,2020.07.07,1,6,,,,1,,,,,,,
,,,Udunuwara,High Wind,2020.07.05,1,1,,,,,1,,,,,,
,දිස්ික් එ තුෙ khtl;l $l;Lj;njhif District Total,,,,,21,81,0,0,0,1,2,0,0,1,18,70,
,පළොත් ඵ තුෙ khfhz $l;Lj;njhif Province Total,,,,,21,81,0,0,0,1,2,0,0,1,18,70,
"උතුරු පලොත
tl khfhzk",2,"යොපනය
aho;g;ghzk;
Jaffna",Chavakachcheri,High Wind,2020.07.05,1,5,,,,,1,,,,,,
,,,Karaveddy,Fire,2020.07.08,1,3,,,,,,,,,,,
Northen,දිස්ික් එ තුෙ khtl;l $l;Lj;njhif District Total,,,,,2,8,0,0,0,0,1,0,0,0,0,0,
,පළොත් ඵ තුෙ khfhz $l;Lj;njhif Province Total,,,,,2,8,0,0,0,0,1,0,0,0,0,0,
"බස්නොහිර පලොත
Western
Nky; khfhzk ;",3,"ක ොළඹ
nfhOk;G
Colombo",Thimbirigasyaya,Fire,2020.07.05,,,,,,,,5,,,,,
,දිස්ික් එ තුෙ khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,0,0,5,0,0,0,0,
,පළොත් ඵ තුෙ khfhz $l;Lj;njhif Province Total,,,,,0,0,0,0,0,0,0,5,0,0,0,0,
"දකුනු පලොත
njd; khfhzk;",4,"හම්බනකතොට
`k;ghe;Njhl;il
Hambantota",Hambantota,Tree Falean,2020.07.04,1,4,,,,,1,,,,,,
,,,Beliatta,Cutting Failure,2020.07.07,1,4,,,,,1,,,,,,
Southern,දිස්ික් එ තුෙ khtl;l $l;Lj;njhif District Total,,,,,2,8,0,0,0,0,2,0,0,0,0,0,
,පළොත් ඵ තුෙ khfhz $l;Lj;njhif Province Total,,,,,2,8,0,0,0,0,2,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,25,97,0,0,0,1,5,5,0,1,18,70,
,,,"රොජ ොරි භොර නිළධොරි / flik mjpfhhp / Duty Officer : 011 2670002
මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :
ආ ප ද ො ළමනො රණ මධයස්ථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,"ෆැක්ස්/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com
කෙබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,
,,,……………………………………………………….,,,,,,,,,,,,,,,
