"rd
දදනික තත්ත්ව වාර්තාව-ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :23 July 2024 at 0900hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ස්ත්‍බරගමුව පලොත
rg;ufKt
Sabaragamuwa",,"රත් පුර
,uj;jpdGhp
Rathnapura",Elapatha,Flood,2024.06.22,,,,,,,,,,1,3,17,
,,,Rathnapura,Flood,2024.06.22,,,,,,,,,,1,1,4,
,,,,Tree fallen,2024.07.17,128,526,,,,,126,2,,,,,
,,,Opanayaka,Tree Fallen,2024.07.20,1,6,,1,,,1,,,,,,
,,,,,2024.07.21,1,3,,,,,1,,,,,,
,,,Balangoda,Tree Fallen,2024.07.19/20/21,17,64,,4,,,17,,,,,,
,,,,,,,,,,,,,,,,,,
,1,,Weligapola,Tree Fallen,2024.07.19,1,2,,,,,1,,,,,,
,,,,High wind,,1,5,,,,,1,,,,,,
,,,Kolonna,Tree Fallen,2024.07.20,7,21,,,,,7,,,,,,
,,,Imbulpe,Tree Fallen,2024.07.19,4,16,,,,,4,,,,,,
,,,,High wind,2024.07.19,8,29,,,,,8,,,,,,
,,,,,2024.07.20,3,10,,,,,3,,,,,,
,,,Godakawela,Tree Fallen,2024.07.19/20/21,16,57,,,,,15,1,,,,,
,,,Ayagama,Tree Fallen,2024.07.18,1,1,,,,,1,,,,,,
,,,,High wind,,1,1,,,,,1,,,,,,
,,,Kirielle,Tree Fallen,2024.07.20/22,2,7,,,,,2,,,,,,
,,,Nivithigala,High wind,2024.07.20,1,4,,,,,1,,,,,,
,,,Kalthota,Tree Fallen,2024.07.17,1,2,,,,,1,,,,,,
,,,Pelmadulle,High wind,2024.07.22,1,4,,,,,1,,,,,,
,,,,Tree fallen,,1,5,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,195,763,0,5,0,0,192,3,0,2,4,21,
,පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,195,763,0,5,0,0,192,3,0,2,4,21,
"උතුරු පලොත
tl khfhzk;
Northen",2,"කිලින ොච්චිය
fpspnehr;rp
Killinochchi",Karachchi,Drought,2024.06.24,239,732,,,,,,,,,,,"Drinking water is being
distributed for drought
areas"
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,239,732,0,0,0,0,0,0,0,0,0,0,
,3,"යොප ය
aho;g;ghzk ;
Jaffna",Chankanai,Drought,2024.06.25,8118,25506,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,8118,25506,0,0,0,0,0,0,0,0,0,0,
,පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,8357,26238,0,0,0,0,0,0,0,0,0,0,
,4,"අම්පොර
mk;ghiw
Ampara",Addalachchenai,Boat Missing,2024.07.13,,,,,2,,,,,,,,"02 Persons have gone
to sea for fishing
activities"
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,0,0,0,0,2,0,0,0,0,0,0,0,
