"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- SriLanka
දිනය /jpfjp / Date : 05th December 2019 at 1200hrs",,,,,,,,,,,,,,,,,,
"ලේකම් - රාජ්‍ය පරිපාලන, ආපදා කළමනාකරණ හා පශු ස්ත්‍ම්පත් ස්ත්‍ංවර්ධන අමාතයාංශය / சேயலாளர், ச ாது நிரவ் ாக மற்றும் அனரத் ்த முகாமமத்துவ அமமேசு் / Secretary, Ministry of Public Administration, Disaster Management & Livestock Development",,,,,,,,,,,,,,,,,,
රාජ්‍ය පරිපාලන ස්ත්‍හ ආපදා කළමනාකරණ අමාතයාංශය ගරු අමාතයතුමාලේ පුද්ගලික ලේකම් /சகௌரவ பிரமைக்கு தனியார் சேயலாளர் ச ாது நிரவ் ாக மற்றும் அனரத் ்த முகாமமத்துவ அமமேே் ர் / Private Secretary to the Hon. Minister of Public Administration & Disaster Management,,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாக ் பிரிவு
Administrative purvie",,"ආපදාව
mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற ாதி ்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Location
s","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ඌව
Cth khfhzk;
Uva",1,"බදුල්ල
gJs;is
Badulla",Lunugala,Landslide Risk,2019.12.02,19,80,,,,,1,,,2,19,80,"Gallalla Tamil
CollageVignashvaram
Tamil Collage"
,,,Badulla,Heavy Rain,2019.12.03,56,239,,,,,5,,,1,37,158,Wallur Tamil Collage
,,,,,,,,,,,,,,,,19,81,Family house
,,,Ridimaliyadda,Tree Fallen,2019.12.03,1,2,,,,,1,,,,1,2,Family house
,,,Bandarawela,Heavy Rain,2019.12.03,9,35,,,,,9,,,,9,35,Family house
,,,Soranathota,Heavy Rain,2019.12.03,2,10,,,,,2,,,,2,10,Family house
,,,Haputhale,Landslide,2019.12.03,12,40,,,,,8,,,,12,40,Family house
,,,Uvaparanagama,Heavy Rain,2019.12.03,8,17,,,,,,,,1,8,17,"Kohilegama Safety
Centre"
,,,Passara,Heavy Rain,2019.12.04,2,11,,,,,,,,1,2,11,"Hopton Day care
Centre"
,,,Haliela,Heavy Rain,2019.12.03,18,45,,,,,18,,,1,18,45,"Moragolla Tamil
Cpllage"
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,127,479,0,0,0,0,44,0,0,6,127,479,
,2,"මමොනරොගල
nkhdwhfiy
Moneragala",Bibila,Landslide,2019.11.30,9,27,,,,,8,,,1,20,54,Neelagiri Temple
,,,Medagama,,,11,27,,,,,8,,,,,,
,,,Siyambalanduwa,Heavy Rain,,10,42,,,,,10,,,,,,
,,,Monaragala,,,1,5,,,,,1,,,,,,
,,,Buttala,,,1,4,,,,,1,,,,,,
,,,Kataragama,,,2,9,,,,,2,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,34,114,0,0,0,0,30,0,0,1,20,54,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,161,593,0,0,0,0,74,0,0,7,147,533,
,3,,Koralaipattu,Flood,2019.11.29,159,469,,,,,,,,,,,
,,,Koralaipattu West,,2019.12.04,7,36,,,,,,,,,,,
,,,Koralaipattu south,,2019.11.29,2,5,,,,,2,,,,,,
,,,Manmunai west,,2019.11.29,26,78,,,,,6,,,,,,
,,,,Lightning,,1,5,,,,,,,,,,,
,,,Manmunai North,,2019.11.26,2146,7192,,,,1,,,,2,42,98,"Pre School,
Navatkudha East/
Saratha School,
Navatkudah East"
,,,kattankudy,,2019.11.29,107,384,,,,,,1,,,,,
,,,Manmunai pattu,,2019.11.28,1076,3971,,,,,2,,,1,22,96,"karbala mosque,
arayampathi East"
,,,Monmunai south & EP,,2019.12.02,113,418,,,,,2,,,,,,
,,,Monmunai south West,,2019.12.03,5,16,,,,,,,,,,,
