"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Galle,"Elpitiya,
Yakkalamulla and
Nagoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Neluwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Hambantota,"Walasmulla
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kalutara,"Agalawatta
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Bulathsinhala and
Palindanuwara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"Dehiowita and
Ruwanwella
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matara,"Kotapola
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Ratnapura,"Ayagama,
Eheliyagoda,
Elapatha,
Imbulpe,
Kiriella,
Kuruwita,
Nivithigala and
Ratnapura
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Kalawana
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
"Note: ↑shifted one level up, ↑↑shifted two levels up, ↓shifted one level down, ↓↓shifted two levels down.",,,
*newly added with the last update,,,
Special Note: These warning levels are issued based on the cumulative rainfall received to respective areas,,,
and given weather forecast by meteorological department of Sri Lanka,,,
