River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
5:00 am","Water
Level at
6:00 am",Remarks,"Water
Level
Rising or
Falling","21 Hr RF
in mm at
6.00 am",,,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,2.60,2.30,Normal,,-,,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,2.50,2.59,Normal,,13.0,,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.80,10.76,Normal,,9.8,,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.76,1.79,Normal,,6.2,,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.54,1.40,Normal,,28.1,,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.76,0.75,Normal,,4.7,,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.01,1.01,Normal,,24.8,,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,2.47,2.51,Normal,,1.1,,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.67,7.67,Normal,,0.6,,,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,3.36,3.26,Normal,,5.8,,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,4.52,4.40,Alert,Falling,0.6,,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,6.99,6.99,Minor Flood,,0.8,,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,4.15,4.16,Minor Flood,Rising,2.8,,,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.80,2.72,Normal,,7.0,,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.60,1.60,Alert,,0.0,,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,6.06,6.01,Minor Flood,Falling,23.9,,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,2.67,2.53,Normal,,25.7,,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.95,1.79,Normal,,7.4,,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.59,1.58,Normal,,38.2,,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.62,1.59,Normal,,14.3,,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.24,1.21,Normal,,75.7,,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.87,1.84,Normal,,16.8,,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.22,0.25,Normal,,42.8,,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.01,1.00,Normal,,11.6,,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.76,0.87,Normal,,3.0,,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,1.20,1.00,Normal,,2.7,,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,1.52,1.68,Normal,,11.8,,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-1.64,-1.55,Normal,,4.9,,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,3.07,3.00,Normal,,13.9,,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.33,1.33,Normal,,24.8,,,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.68,0.67,Normal,,18.6,,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,4.45,4.38,Normal,,52.0,,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,1.93,1.90,Normal,,22.1,,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.74,1.77,Normal,,33.7,,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,4.32,4.91,Alert,Rising,22.6,,,
"Maha Oya
(RB 102)",Maha Oya,Badalgama,m,5.00,6.20,9.60,4.37,4.61,Normal,,38.6,,,
,Maha Oya,Giriulla,m,5.50,6.50,7.50,4.60,4.43,Normal,,45.4,,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,4.02,4.10,Alert,Rising,28.8,,,
