River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,1.60,1.60,Normal,,-,,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,2.59,2.44,Normal,,1.0,,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.18,10.10,Normal,,1.7,,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.81,1.80,Normal,,12.1,,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.63,0.62,Normal,,0.0,,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.89,0.87,Normal,,3.9,,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.62,0.65,Normal,,11.2,,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.21,1.18,Normal,,9.2,,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,6.08,5.98,Normal,,1,8.5,,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,1.64,1.57,Normal,,1,8.9,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.57,1.56,Normal,,11.6,,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,3.51,3.49,Normal,,43.8,,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.25,1.26,Normal,,5.9,,,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,1.20,1.25,Normal,,1,8.2,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.40,0.39,Normal,,7.0,,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,2.30,2.30,Normal,,23,,.0,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.45,0.45,Normal,,3.3,,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.04,0.04,Normal,,1,7.7,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,0.82,0.82,Normal,,0.0,,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,0.03,0.02,Normal,,0.0,,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.52,0.53,Normal,,0.0,,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,0.92,0.92,Normal,,0.0,,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.24,-0.24,Normal,,0.0,,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.53,0.53,Normal,,0.0,,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.16,0.16,Normal,,0.0,,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.04,0.04,Normal,,0.0,,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,-0.15,-0.15,Normal,,0.0,,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-3.41,-3.36,Normal,,0.0,,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.20,2.28,Normal,,4.1,,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.87,1.96,Normal,,31.4,,,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.09,0.09,Normal,,0.0,,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,1.20,1.20,Normal,,0.0,,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.42,0.42,Normal,,0.0,,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.00,1.00,Normal,,0.0,,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.04,0.04,Normal,,0.0,,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,-0.04,-0.04,Normal,,0.0,,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.58,2.55,Normal,,0.0,,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.28,1.26,Normal,,0.0,,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.08,1.04,Normal,,0.0,,,
