"වයඹ පලාත
tlNky;
khfhzk; North
Western",12,"පුත්තලම Gj;jsk;
Puttalam",Kalpitiya,Wind,2020.09.07,1,3,Page 4,,,,1,,,,,,
,,,Chilaw,,,1,4,,,,,1,,1,,,,
,,,Mundalam,Rain & Wind,2020.09.06,2,6,,,,,2,1,,,,,
,,,Wanathavilluwa,High wind,2020.09.07,1,4,,,,,,1,,,,,
,,,Wennappuwa,Rain & Wind,,99,454,,,,,4,,,,,,
,,,,Flood,2020.09.08,149,674,,,,,,,,,,,
,,,Anamaduwa,Lightning,2020.09.06,1,5,,,,,1,,,,,,
,,,Dankotuwa,Rain & flood,2020.09.07,53,200,,,,,5,,,,,,
,,,Naththandiya,Wind,,1,4,,,,,1,,1,,,,
,,,,Flood,2020.09.08,71,270,,,,,1,1,,1,4,12,"Veerahena Pokkalamulla
kovil"
,,,,,2020.09.09,132,449,,,,,,,,,,,
,,,Mahawewa,Flood,2020.09.08,400,1400,,,,,,,,,,,
,,,,Lightning,2020.09.07,1,5,,,,,1,,,,,,
,,,,Wind,2020.09.08,1,3,,,,,1,,,,,,
,,,Madampe,Flood,2020.09.08,8,15,,,,,,5,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,921,3496,0,0,0,0,18,8,2,1,4,12,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,921,3496,0,0,0,0,18,8,2,1,4,12,
,13,"ත්‍රීකුණාමලය
jp.kiy
Trincomalee",Seruwila,High wind,2020.09.08,3,9,,3,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
නැමගනහිර පලාත,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,3,9,0,3,0,0,0,0,0,0,0,0,
fpof;F Eastern,14,"මඩකලපුව/kl;lf;f
sg;G/ Batticaloa",Eraurpattu,High wind,2020.09.09,1,3,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1,3,0,0,0,0,1,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,4,12,0,3,0,0,1,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,13005,51030,3,10,0,41,755,25,2,7,112,427,
,,,"රාජකාරි භාර නිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002
මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :
ආ ප ද ා ක ළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,"ෆැක්ස්ත්‍ර/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com
මවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,
……………………………………………………….,,,,,,,,,,,,,,,,,,
