"දකුනු ලොත
njd; khfhzk;
Southern",8,"හම්බන්පතොට
`k;ghe;Njhl;il
Hambantota",Thissamaharama,High Wind,2020.09.24,2,7,Page 2,,,,2,,,,,,
,,,Walasmulla,,,1,1,,,,,1,,,,,,
,,,Weeraketiya,Heavy Rain,2020.09.26,1,4,,,,,,,1,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,4,12,0,0,0,0,3,0,1,0,0,0,
,ළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,4,12,0,0,0,0,3,0,1,0,0,0,
"ස්ත්‍බරෙමුව ලොත
rg;ufKt
Sabaragamuwa",9,"කෑෙල්ල
Nffhiy
Kegalle",Mawanella,Sinking,2020.09.25,1,8,,,,,1,,,,,,
,,,Bulathkohupitiya,High Wind,2020.09.25-26,4,15,,,,,3,1,,,,,
,,,Warakapola,Rock Fallen,2020.09.27,1,3,,,,,1,,,,,,
,,,Ruwanwella,Tree Fallen,2020.09.23,1,5,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,7,31,0,0,0,0,6,1,0,0,0,0,
,ළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,7,31,0,0,0,0,6,1,0,0,0,0,
"උතුරු ලොත
tl khfhzk
Northen",10,"යො නය
aho;g;ghzk;
Jaffna",Chavakachcheri,High Wind,2020.09.29,2,3,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,2,3,0,0,0,0,1,0,0,0,0,0,
,ළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,2,3,0,0,0,0,1,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,129,472,0,0,0,50,45,1,1,3,49,187,
,,,"රොජකොරි භොර නිළධ්‍ොරි / flik mjpfhhp / Duty Officer : 011 2670002
මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesman :
ආ ද ො ක ළමනොකරණ මධ්‍යස්ත්‍රථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,"ෆැක්ස්ත්‍ර/ njhiy efy; / Fax: 0112670079
විදුත් තැ ැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com
පවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,
……………………………………………………….,,,,,,,,,,,,,,,,,,
