"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Galle,"Nagoda,
Baddegama and
Elpitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kalutara,"↓ Bulathsinhala,
Palindanuwara,
Walallawita and
Mathugama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Ingiriya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kandy,"Udapalatha
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kegalle,"Yatiyanthota,
Deraniyagala,
Warakapola,
Bulathkohupitiya,
Ruwanwella and
Dehiowita
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Ratnapura,"Ayagama,
* Elapatha,
Kolonna,
Pelmadulla,
Kahawaththa,
Kiriella,
* Godakawela and
Nivithigala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Kuruwita,
Ratnapura,
Eheliyagoda and
Kalawana
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
"Note: ↑shifted one level up, ↑↑shifted two levels up, ↓shifted one level down, ↓↓shifted two levels down.",,,
*newly added with the last update,,,
Special Note: These warning levels are issued based on the cumulative rainfall received to respective areas,,,
and given weather forecast by meteorological department of Sri Lanka,,,
