River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,1.20,1.50,Normal,,-,,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.07,3.21,Normal,,16.2,,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,12.03,11.77,Normal,,26.5,,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.65,1.54,Normal,,25.6,,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.23,0.23,Normal,,2.5,,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.46,1.37,Normal,,175.8,,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.60,0.59,Normal,,5.5,,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.60,1.69,Normal,,15.0,,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,8.01,8.12,Normal,,100,,.7,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,5.25,5.16,Normal,,141.3,,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,5.91,5.97,Alert,Rising,49.0,,,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,5.15,5.27,Alert,Rising,15.5,,,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,5.47,5.58,Alert,Rising,7,7.9,,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.53,3.55,Alert,Rising,45.7,,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.38,1.40,Alert,Rising,38.4,,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,6.18,6.05,Minor Flood,Falling,7.5,,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,2.00,2.05,Normal,,132.3,,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.70,1.66,Normal,,42.7,,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.85,0.86,Normal,,9.5,,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.38,0.37,Normal,,0.0,,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.72,0.72,Normal,,0.0,,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.23,1.22,Normal,,0.0,,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.19,-0.19,Normal,,0.0,,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.84,0.83,Normal,,0.0,,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.48,0.48,Normal,,0.0,,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.29,0.29,Normal,,0.0,,,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.72,-0.72,Normal,,0.0,,,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.42,0.42,Normal,,0.0,,,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.64,-2.67,Normal,,0.0,,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.12,1.18,Normal,,0.0,,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,0.84,0.88,Normal,,0.0,,,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.47,0.47,Normal,,0.0,,,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.55,1.55,Normal,,0.0,,,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.49,0.49,Normal,,0.0,,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.13,1.13,Normal,,0.0,,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.02,0.02,Normal,,0.0,,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,-,-,-,0.32,0.32,Normal,,0.0,,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,1.87,1.87,Normal,,1.3,,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,0.82,0.82,Normal,,0.3,,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,0.70,0.70,Normal,,0.1,,,
