"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka
දිනය /jpfjp / Date : 18th November 2020 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l
Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"උතුරු පලොත
tl khfhzk
Northen",1,"මුලතිව්
Ky;iyj;jPT
Mulaitivu",Maritimepattu,Missing at the Sea,2020.10.19,,,,,2,,,,,,,,"2 Fishieres were missing in
Mullaitivu sea area. They
living in trinco town."
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,2,0,0,0,0,0,0,0,
,,"යොපනය
aho;g;ghzk;
Jaffna",Nallur,Flood,2020.11.15,1,4,,,,,1,,,,,,
,,,Kopay,,2020.11.15,4,12,,,,,4,,,,,,
,,,Tellippalai,,2020.11.16,2,12,,,,2,,,,,,,
,2,,Point Pedro,,2020.11.16,11,37,,,,,7,,,,,,
,,,Sandilipay,,2020.11.16,1,4,,,,,1,,,,,,
,,,Karaveddy,,2020.11.17,3,14,,,,,3,,,,,,
,,,Kayts,,2020.11.18,1,2,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,23,85,0,0,0,2,17,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,23,85,0,0,2,2,17,0,0,0,0,0,
"දකුනු පලොත
njd; khfhzk;
Southern",,"හම්බන්තොට
;ghe;Njhl;il
Hambantota",Weeraketiya,Heavy Rain & Wind,2020.11.16,2,11,,,,,2,,,,,,
,,,Tangalle,Heavy Rain,2020.11.15,3,14,1,,,,3,,,,,,"01 Child died due to Wall
Collapsing"
,,,,High wind,2020.11.18,1,5,,,,,1,,,,,,
,,,Angunukolapelessa,High wind,2020.11.14,1,5,,,,,1,,,,,,
,3,,Katuwana,High wind,2020.11.14,3,11,,,,,3,,,,,,
,,,Sooriyawewa,High wind,2020.11.16,3,13,,,,,3,,,,,,
,,,,,2020.11.17,1,7,,,,,1,,,,,,
,,,Hambantota,Lightning,2020.11.17,1,2,,,,,1,,,,,,
,,,Beliatta,High wind,2020.11.14,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,16,72,1,0,0,0,16,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,16,72,1,0,0,0,16,0,0,0,0,0,
,,"පුත්තලම
Gj;jsk;
Puttalam",Kalpitiya,High Wind,2020.11.16,2,5,,,,,,3,,,,,
,,,Nawagatthegama,High Wind,2020.11.14,1,4,,,,,1,,,,,,
,4,,Mahawewa,Lightning,2020.11.14,1,4,,,,,1,,,,,,
,,,Anamaduwa,High Wind,2020.11.15,8,27,,,,,8,,,,,,
,,,Wanathawilluwa,High wind,2020.11.17,7,29,,,,,2,5,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,19,69,0,0,0,0,12,8,0,0,0,0,
