River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,3.10,3.00,Normal,,-,,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,4.83,4.80,Normal,,,29.7,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,11.80,11.81,Normal,,,23.4,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.87,1.92,Normal,,51.0,,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.28,1.38,Normal,,,25.2,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.31,1.36,Normal,,34.6,,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.81,0.82,Normal,,,14.3,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,3.39,3.38,Alert,Falling,,22.0,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,8.29,8.24,Normal,,,9.7,,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,2.86,2.82,Normal,,,17.0,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,3.90,3.80,Normal,,,27.6,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,7.19,7.17,Minor Flood,Falling,,27.1,,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,2.39,2.42,Normal,,,19.9,,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.71,3.71,Alert,,,24.5,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.31,1.31,Normal,,2.1,,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.81,4.81,Normal,,,6.7,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.40,1.38,Normal,,,25.2,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.47,0.46,Normal,,,6.8,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.78,0.78,Normal,,2.4,,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.62,0.60,Normal,,0.0,,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.74,0.71,Normal,,0.0,,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.06,1.06,Normal,,0.0,,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.29,-0.29,Normal,,0.0,,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.09,1.08,Normal,,,23.0,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.52,0.51,Normal,,,6.5,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.41,0.43,Normal,,0.2,,,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.63,-0.60,Normal,,0.0,,,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.51,0.54,Normal,,0.0,,,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.28,-2.30,Normal,,0.5,,,
Mahaweli Ganga,Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.99,3.20,Normal,,,9.2,,
(RB 60),Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.40,1.43,Normal,,,23.1,,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.70,0.72,Normal,,,6.6,,
,Agra Oya,Calidonia,m,3.00,3.50,4.50,0.92,0.92,Normal,,,7.9,,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.70,1.69,Normal,,0.6,,,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.33,0.33,Normal,,0.0,,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.16,1.15,Normal,,1.4,,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,-0.12,-0.12,Normal,,,12.8,,
"Deduru Oya
(RB 99)",Deduru Oya,Ridi bendi Ella (Dam),m,3.30,4.20,4.70,1.12,1.12,Normal,,,6.5,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.00,3.03,Normal,,37.3,,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.76,1.78,Normal,,35.6,,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,3.16,3.18,Normal,,41.2,,,
