River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,1.10,1.25,Normal,,-,,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,1.68,1.63,Normal,,1.8,,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,9.70,9.65,Normal,,,14.1,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.74,1.80,Normal,,44.5,,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.50,0.51,Normal,,27.,,2,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.92,0.95,Normal,,33.6,,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.56,0.56,Normal,,8.6,,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.34,0.40,Normal,,2.3,,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,4.75,4.74,Normal,,2.4,,,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,1.00,1.00,Normal,,4.5,,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.17,1.15,Normal,,2.0,,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,2.10,2.08,Normal,,6.8,,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.45,1.46,Normal,,5.3,,,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,1.24,1.26,Normal,,6.1,,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.10,0.10,Normal,,1.5,,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,2.34,2.33,Normal,,2.8,,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.58,0.55,Normal,,4.4,,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.01,0.01,Normal,,0.0,,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,0.79,0.81,Normal,,0.0,,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,0.22,0.22,Normal,,0.0,,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.48,0.48,Normal,,0.0,,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.08,1.08,Normal,,0.0,,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.17,-0.17,Normal,,0.0,,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.55,0.55,Normal,,0.0,,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.42,0.43,Normal,,0.0,,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.06,0.06,Normal,,0.0,,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,-0.04,-0.06,Normal,,0.0,,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-3.26,-3.30,Normal,,0.0,,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.62,1.60,Normal,,,16.6,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.48,1.47,Normal,,32.3,,,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.14,0.14,Normal,,0.0,,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,1.31,1.31,Normal,,0.0,,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.45,0.45,Normal,,0.0,,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.06,1.05,Normal,,0.0,,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.15,0.15,Normal,,0.0,,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,0.02,0.02,Normal,,0.0,,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.11,2.15,Normal,,1.7,,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.13,1.12,Normal,,1.7,,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.03,1.03,Normal,,0.0,,,
