"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka
දිනය /jpfjp / Date : 13th October 2020 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l
Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Location
s","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ඌව
Cth khfhzk;
Uva",,,,Fire,2020.08.17,12,54,,,,12,,,,1,12,54,Alakolagala Day Care Centre
,,,Welimada,,2020.10.12,1,5,,,,,1,,,,,,
,,,,,2020.10.13,3,14,,,,,3,,,,,,
,,,Soranathota,,2020.10.10,4,14,,,,,4,,,,,,
,1,"බදුල්ල
gJs;is",Ella,,2020.10.12,1,3,,,,1,,,,,,,
,,Badulla,Haldumulla,High Wind,2020.10.13,1,5,,,,,1,,,,,,
,,,Uwaparanagama,,2020.10.12,2,12,,,,,2,,,,,,
,,,Redimaliyadda,,,1,3,,,,,1,,,,,,
,,,Haliela,,2020.10.13,10,37,,,,,10,,,,,,
,,,Megahakiula,,,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,36,151,0,0,0,13,23,0,0,1,12,54,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,36,151,0,0,0,13,23,0,0,1,12,54,
"මධ්‍යම පලොත
kj;jpa khfhzk;
Central",2,"මහනුවර
fz;b
Kandy",Yatinuwara,High Wind,2020.10.09,1,4,,,,,1,,,,,,
,,,,Landslide,2020.10.12,1,3,,,,,1,,,,,,
,,,Poojapitiya,Rock Fallen,2020.10.09,1,8,,,,,1,,,,,,
,,,PasbageKorale,Landslide Risk,2020.10.12,1,9,,,,,,,,,,,
,,,Harispattuwa,High Wind,2020.10.11,2,8,,,,,2,,,,,,
,,,Deltota,High Wind,2020.10.11,1,6,,,,,1,,,,,,
,,,Udapalatha,High Wind,2020.10.12,1,6,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,8,44,0,0,0,0,7,0,0,0,0,0,
,3,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Nuwara Eliya,High Wind,2020.10.13,1,4,,,,,1,,,,,,
,,,Walapane,,,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,2,8,0,0,0,0,2,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,10,52,0,0,0,0,9,0,0,0,0,0,
,4,"හම්බන්තොට
`k;ghe;Njhl;il
Hambantota",Ambalanthota,High Wind,2020.09.30,1,3,,,,,,1,,,,,
,,,,,2020.10.07,1,5,,,,,1,,,,,,
,,,Beliatta,,2020.10.11,1,1,,,,,,1,,,,,
,,,,Fire,2020.10.10,1,2,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,4,11,0,0,0,0,2,2,0,0,0,0,
