date_str	description	doc_id	doc_type	lang	num	time_str	url_metadata	url_pdf	ut
2026-09-24	Landslide Warning	2026-09-24-17-00-landslide-warning	lk_dmc_landslide_warnings	und	17-00-landslide-warning	17:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_1700hrs_on_2026__1790251970.pdf	1790249400
2026-09-24	Landslide EW Report	2026-09-24-13-00-landslide-ew-report-7fc5b6d13961	lk_dmc_landslide_warnings	und	13-00-landslide-ew-report	13:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_1300hrs_on_2026__1790237433.pdf	1790235000
2026-09-24	Landslide EW Report	2026-09-24-13-00-landslide-ew-report	lk_dmc_landslide_warnings	und	13-00-landslide-ew-report	13:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_1300hrs_on_2026__1790236908.pdf	1790235000
2026-09-24	Landslide EW Report	2026-09-24-04-00-landslide-ew-report	lk_dmc_landslide_warnings	und	04-00-landslide-ew-report	04:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_0400hrs_on_2026__1790205325.pdf	1790202600
2026-09-23	Landslide EW Report	2026-09-23-16-00-landslide-ew-report	lk_dmc_landslide_warnings	und	16-00-landslide-ew-report	16:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_1600hrs_on_2026__1790160812.pdf	1790159400
2026-09-22	Landslide EW Report	2026-09-22-16-00-landslide-ew-report	lk_dmc_landslide_warnings	und	16-00-landslide-ew-report	16:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_1600hrs_on_2026__1790075641.pdf	1790073000
2026-09-21	Landslide EW Report	2026-09-21-16-00-landslide-ew-report	lk_dmc_landslide_warnings	und	16-00-landslide-ew-report	16:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_1600hrs_on_2026__1789987708.pdf	1789986600
2026-09-20	Landslide Warning	2026-09-20-22-00-landslide-warning	lk_dmc_landslide_warnings	und	22-00-landslide-warning	22:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_2200hrs_on_2026__1789931576.pdf	1789921800
2026-09-20	Landslide EW Report	2026-09-20-14-00-landslide-ew-report	lk_dmc_landslide_warnings	und	14-00-landslide-ew-report	14:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_1400hrs_on_2026__1789894283.pdf	1789893000
2026-09-20	Landslide EW Report	2026-09-20-10-00-landslide-ew-report	lk_dmc_landslide_warnings	und	10-00-landslide-ew-report	10:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_1000hrs_on_2026__1789879344.pdf	1789878600
2026-09-20	Landslide EW Report	2026-09-20-07-00-landslide-ew-report	lk_dmc_landslide_warnings	und	07-00-landslide-ew-report	07:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_0700hrs_on_2026__1789870835.pdf	1789867800
2026-09-16	Landslide EW Report	2026-09-16-10-00-landslide-ew-report	lk_dmc_landslide_warnings	und	10-00-landslide-ew-report	10:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_1000hrs_on_2026__1789534365.pdf	1789533000
2026-09-15	Landslide EW Report	2026-09-15-10-00-landslide-ew-report	lk_dmc_landslide_warnings	und	10-00-landslide-ew-report	10:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_1000hrs_on_2026__1789448963.pdf	1789446600
2026-08-09	Landslide EW Report	2026-08-09-09-30-landslide-ew-report	lk_dmc_landslide_warnings	und	09-30-landslide-ew-report	09:30	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_0900hrs_on_2026__1786251019.pdf	1786248000
2026-08-08	Landslide EW Report	2026-08-08-09-00-landslide-ew-report	lk_dmc_landslide_warnings	und	09-00-landslide-ew-report	09:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_0900hrs_on_2026__1786161107.pdf	1786159800
2026-08-07	Landslide EW Report	2026-08-07-09-00-landslide-ew-report	lk_dmc_landslide_warnings	und	09-00-landslide-ew-report	09:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_0900hrs_on_2026__1786075964.pdf	1786073400
2026-08-06	Landslide EW Report	2026-08-06-09-00-landslide-ew-report	lk_dmc_landslide_warnings	und	09-00-landslide-ew-report	09:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_0900hrs_on_2026__1785988143.pdf	1785987000
2026-08-05	Landslide EW Report	2026-08-05-09-00-landslide-ew-report	lk_dmc_landslide_warnings	und	09-00-landslide-ew-report	09:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_09__1785902381.pdf	1785900600
