"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Kalutara,"Dodangoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Bulathsinhala,
Palindanuwara and
Ingiriya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"Aranayake and
Dehiowita
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Yatiyanthota,
Bulathkohupitiya,
Kegalle,
Galigamuwa,
Mawanella,
Rambukkana and
Warakapola
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kurunegala,"Polgahawela,
Kurunegala,
Rideegama,
Alawwa and
Mawathagama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Mallawapitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Nuwara Eliya,,"Ambagamuwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Ratnapura,"Kiriella,
Ayagama,
Pelmadulla and
Kahawaththa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Kalawana,
Ratnapura,
Eheliyagoda,
Nivithigala,
Elapatha and
Kuruwita
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
"Note: ↑shifted one level up, ↑↑shifted two levels up, ↓shifted one level down, ↓↓shifted two levels down.",,,
*newly added with the last update,,,
Special Note: These warning levels are issued based on the cumulative rainfall received to respective areas,,,
and given weather forecast by meteorological department of Sri Lanka,,,
