"th
දදනික තත්ත්ව වාර්තාව-ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :24 March 2024 at 0900hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ඌෙ
Cth khfhzk;
Uva",,,Haldumulla,Landslide Risk,2023.10.14,5,24,,,,,,,,1,5,24,"Mahakanda punagala
old factory"
,,,,,2023.03.19,28,84,,,,3,37,2,,1,28,84,Punagala old tea factory
,,බදුල්ල,Haputhale,Landslide Risk,2023.11.20,7,26,,,,,,,,1,7,26,Glanor Tamil School
,1,"gJs;is
Badulla",Ella,"Landslide Risk due to
Heavy Rain",2023.11.23,2,7,,,,,2,,,1,2,7,Karandagolle temple
,,,,Landslide Risk,2024.01.12,6,37,,,,,,,,1,6,37,Kinalan waththa
,,,Passara,Landslide Risk,2023.12.15,14,40,,,,,,,,1,14,40,Pre School
,දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total,,,,,62,218,0,0,0,3,39,2,0,6,62,218,
,පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total,,,,,62,218,0,0,0,3,39,2,0,6,62,218,
"Western Nky;
khfhzk;
බස්නාහිර පලාත",2,,Diwulapitiya,Drought,2024.02.26,2351,7053,,,,,,,,,,,
,,ගම්පහ fk;g`h,Mahara,Drought,2021.03.20,917,3655,,,,,,,,,,,
,,Gampaha,Atthanagalla,Drought,2024.03.20,25,79,,,,,,,,,,,
,,,Mirigama,Drought,2024.03.20,122,337,,,,,,,,,,,
,දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total,,,,,3415,11124,0,0,0,0,0,0,0,0,0,0,
,පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total,,,,,3415,11124,0,0,0,0,0,0,0,0,0,0,
"සබරගමුෙ පලාත
rg;ufKt
Sabaragamuwa",3,,Warakapola,Drought,2024.03.11,16,60,,,,,,,,,,,
,,,Ruwanwella,Drought,2024.03.11,110,550,,,,,,,,,,,
,,"කෑගල්ල Nffhiy
Kegalle",Yatiyanthota,Drought,2024.03.14,80,289,,,,,,,,,,,
,,,Dehiovita,Drought,2024.03.19,160,672,,,,,,,,,,,"Drinking water is
distributing"
,,,Galigamuwa,Drought,2024.03.18/19,175,637,,,,,,,,,,,
,දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total,,,,,541,2208,0,0,0,0,0,0,0,0,0,0,
,පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total,,,,,541,2208,0,0,0,0,0,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,4018,13550,0,0,0,3,39,2,0,6,62,218,
,,,ආ ප ද ා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre,,,,,,,,,,,,,,,
"හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,,,,
"ෆැක්ස්/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com",,,,,,,,,,,,,,,,,,
"වෙබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk
…..............................................",,,,,,,,,,,,,,,,,,
