"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka දිනය /jpfjp
/ Date : 07thJanuary2021 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j
jpfjp Date
of commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l
Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ හානි
gFjpas
T
Partially","කුඩා හා මධය පරිමාණ
වයාපාරික ස්ත්‍රථාන
சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;if
No. of
Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"උතුරු පලාත
tl khfhzk
Northen",1,"යාපනය
aho;g;ghzk;
Jaffna",Chawakacheri,High Wind,2020.12.31,1,2,,,,,1,,,,,,
,,,Karainagar,Flood,2021.01.05,3,11,,,,,,,,,,,
,,,Sandilippai,Tornado,2021.01.06,12,41,,,,,9,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,16,54,0,0,0,0,10,0,0,0,0,0,
,2,"මන්නාරම
kd;dhH
Mannar",Nanattan,Drowning,2020.12.29,1,5,1,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1,5,1,0,0,0,0,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,17,59,1,0,0,0,10,0,0,0,0,0,
"මධ්‍යම
පලාත/kj;jpa
khfhzk;/ Central",3,"මහනුවර
fz;b
Kandy",Ududumbara,Heavy Rain,2021.01.03,1,4,,,,,1,,,,,,
,,,Doluwa,High Wind,2021.01.02,1,5,,,,,1,,,,,,
,,,Udunuwara,Land slide Risk,2021.01.04,1,4,,,,,1,,,,,,
,,,Medadumbara,Heavy Rain,2021.01.04,2,7,,,,,1,1,,,,,
,,,,,2021.01.06,6,26,,,,,5,,,,,,
,,,Gagaihala Korale,Mini Landslide,2021.01.05,2,7,,,,,2,,,,,,
,,,Thumpane,Heavy Rain,2021.01.06,2,8,,,,,2,,,,,,
,,,Pathahewaheta,"Cutting Failure
2021.01.06
High Wind",,2,6,,,,,,,,,,,
,,,,,,1,1,,,,,1,,,,,,
,,,Pathadumbara Cutting Failure 2021.01.06,,,11,37,,,,,9,,,,,,
,,,Ududumbara,Land slide Risk,2021.01.06,2,9,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,31,114,0,0,0,0,23,1,0,0,0,0,
,4,නුවරඑලිය,Nuwara Eliya,Land slide Risk,2020.12.21,3,14,,,,,,,,1,3,14,
,,"Etnuypah
Nuwara Eliya",Ambagamuwa,Rock fallen,2021.01.04,1,5,,1,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,4,19,0,1,0,0,1,0,0,1,3,14,
,5,"මාතලේ
khj;jis
Matale",Dambulle,Heavy Rain,2020.12.30,1,3,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1,3,0,0,0,0,1,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,36,136,0,1,0,0,25,1,0,1,3,14,
"වයඹ පලාත
tlNky; khfhzk;
North Western",6,"පුත්තලම
Gj;jsk;
Puttalam",Arachikattuwa,High Wind,2020.12.31,13,35,,,,,1,,,,,,
,,,Wennappuwa,,2021.01.06,1,5,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,14,40,0,0,0,0,2,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,14,40,0,0,0,0,2,0,0,0,0,0,
,,,Seruwila,,,4,12,,,,,4,,,,,,
,7,ත්‍රීකුණාමලය,Thambalagamam,High Wind,2021.01.04/05,3,6,,,,,3,,,,,,
,,"jp.kiy
Trincomalee",Morawewa,,,2,3,,,,,2,,,,,,
,,,Kanthale,,,2,7,,,,,2,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,11,28,0,0,0,0,11,0,0,0,0,0,
