"උතුරු පලාත
tl khfhzk;
Northen",,,,,2022.11.01,1,7,,,,,,,,,,,
,,,,,2022.11.01,25,80,,,,,,,,,,,
,,,,,2022.11.11,201,690,,,,,1,,,1,14,46,Polikandy Common Hall.
,,,,,2022.11.11,24,72,,,,,,,,,,,
,,,,,2022.11.08,54,176,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,305,1025,0,0,0,0,1,0,0,1,14,46,
,7,"මුලතිව් Ky;iyj;jPT
Mulaitivu",Maritimepattu,Lightning,2022.11.03,1,5,,,,,1,,,,,,
,,,Manthai East,High Wind,2022.11.11,1,2,,,,,1,,,,,,
,,,Puthukudiyirippu,High Wind,2022.11.07,1,5,,,,,1,,,,,,
,,,,,2022.11.08,2,6,,,,,2,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,5,18,0,0,0,0,5,0,0,0,0,0,
,8,"මන්නාරම
kd;dhH Mannar",Manthai West,Heavy Rain,2022.11.08,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1,4,0,0,0,0,1,0,0,0,0,0,
,9,"කිලිලනාච්චිය
fpspnehr;rp
Killinochchi",Pachchilaippalli,Flood,2022.11.11,14,38,,,,,,,,,,,
,,,Karachchi,,2022.11.11,4,12,,,,,,,,,,,
,,,Kandawalai,,,32,107,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,50,157,0,0,0,0,0,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,361,1204,0,0,0,0,7,0,0,1,14,46,
"නැලගනහිර පලාත
fpof;F Eastern",10,"ත්‍රීකුණාමලය jp.kiy
Trincomalee",Seruwila,Lightning,2022.11.02,2,5,1,1,,,,,,,,,
,,,,Heavy Rain,2022.11.09,1,4,,,,,1,,,,,,
,,,Kinniya,High Wind,2022.11.02,1,6,,,,,1,,,,,,
,,,,Heavy Rain,2022.11.05,3,11,,,,,3,,,,,,
,,,Kanthale,Heavy Rain,2022.11.05,1,1,,,,,1,,,,,,
,,,Town & Gravets,Heavy Rain,2022.11.03,1,1,,,,,1,,,,,,
,,,,Lightning,2022.11.03,1,3,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,10,31,1,1,0,0,8,0,0,0,0,0,
,11,"මඩකලපුව
kl;lf;fsg;G
Batticaloa",Manmunai North,Flood,2022.11.08,2,3,,,,,,,,,,,
,,,,,2022.11.09,3,11,,,,,,,,,,,
,,,Manmunai Pattu,High Wind,2022.11.09,1,6,,,,,1,,,,,,
,,,Manmunai West,Flood,2022.11.10,111,386,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,117,406,0,0,0,0,1,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,127,437,1,1,0,0,9,0,0,0,0,0,
,12,"හම්බන්ලතාට
`k;ghe;Njhl;il
Hambantota",Thangalle,Lightning,2022.11.05,1,5,,,,,1,,,,,,
,,,,High Wind & Wind,2022.11.06,2,9,,,,,2,,,,,,
,,,Katuwana,High Wind,2022.11.05,2,9,,,,,,,2,,,,
,,,,,2022.11.08,2,13,,,,,2,,,,,,
,,,Beliatta,,2022.11.06,1,4,,,,,1,,,,,,
,,,,,2022.11.08,1,4,,,,,1,,,,,,
,,,Weeraketiya,Lightning,2022.11.07,3,12,,,,,3,,,,,,
,,,,Lightning,2022.11.09,1,5,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,13,61,0,0,0,0,11,0,2,0,0,0,
,13,"මාතර
khj;jiw Matara",Matara,Heavy Rain,2022.11.08,12,51,,,,,12,,,,,,
,,,Kamburupitiya,"Heavy Rain, Wind,
Lightning",2022.11.08,3,12,,,,,3,,,,,,
,,,Devinuwara,Heavy Rain,2022.11.09,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,16,67,0,0,0,0,16,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,29,128,0,0,0,0,27,0,2,0,0,0,
,14,"පුත්තලම Gj;jsk;
Puttalam",Arachchikattuwa,Lightning,2022.11.05,2,8,,,,,2,,,,,,
,,,Mahawewa,Flash Flood,2022.11.04,100,345,,,,,,,,,,,"Due to Sea water arriving The Land
areas"
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,102,353,0,0,0,0,2,0,0,0,0,0,
