"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka දිනය
/jpfjp / Date : 02nd December 2020 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk; Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l
Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"උතුරු පලොත
tl khfhzk
Northen",1,"මුලතිව්
Ky;iyj;jPT
Mulaitivu",Maritimepattu,High Wind,2020.11.25,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1,4,0,0,0,0,1,0,0,0,0,0,
,2,"කිලින ොච්චිය
fpspnehr;rp
Killinochchi",Kandawalai,High wind,2020.11.24,1,2,,,,,1,,,,,,
,,,Karachchi,"Flood (Havy Rain) / High
wind",2020.11.27,2,10,,,,,,,,,,,
,,,Poonakary,,2020.11.26/27,4,10,,,,,,,1,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,7,22,0,0,0,0,1,0,1,0,0,0,
,3,"යොප ය
aho;g;ghzk;
Jaffna",Pointpedro,Flood & Strong wind,2020.11.23,11,26,,,,,11,,,,,,
,,,,,2020.11.24,10,51,,,,,10,,,,,,
,,,,,2020.11.25,20,68,,,,,20,,,,,,
,,,,,2020.11.26,230,838,,,,,230,,,,,,
,,,,,2020.11.27,55,202,,,,,55,,,,,,
,,,Karainagar,,2020.11.24,1,7,,,,,1,,,,,,
,,,Karaveddy,,2020.11.24,42,164,,,,,41,1,,,,,
,,,,,2020.11.25,189,595,,,,,2,,,,,,
,,,,,2020.12.01,1,5,,,,,,1,,,,,
,,,Tellippalai,,2020.11.25,1,5,,,,1,,1,,,,,
,,,,,2020.11.26,5,18,,,,5,,5,,,,,
,,,,,2020.11.29,2,2,2,,,,,,,,,,
,,,,,2020.12.02,6,20,,,,,6,,,,,,
,,,Uduvil,,2020.11.25,1,4,,,,,1,,,,,,
,,,,,2020.11.26,5,19,,,,,,,,,,,
,,,Kayts,,2020.11.24,3,8,,,,,3,,,,,,
,,,,,2020.11.25,1,7,,,,,,1,,,,,
,,,,,2020.11.26,1,2,,,,,1,,,,,,
,,,Maruthankerny,,2020.11.25,119,370,,,,,,,,,,,
,,,Chankanai,,2020.11.24,63,264,,,,,2,61,1,,,,
,,,,,2020.12.02,1,6,,,1,,,,,,,,Burevi Cyclone
,,,Chavakachcheri,,2020.11.25,5,14,,,,,5,,,,,,
,,,,,2020.11.26,380,1375,,,,1,170,,,,,,
,,,Kopay,,2020.11.24,1,2,,,,,1,,,,,,
,,,,,2020.11.25,16,59,,,,,5,,,,,,
,,,,,2020.11.26,96,338,,,,,,,,,,,
,,,Nallur,,2020.11.26,25,104,,,,,3,,,,,,
,,,,,2020.11.27,1,1,,,,,,,,,,,
,,,Delft,,2020.11.26,1,1,,,,,1,,,,,,
,,,,,2020.11.27,1,1,,,,,1,,,,,,
,,,sandilipay,,2020.11.26,5,22,,,,,5,,,,,,
,,,jaffna,,2020.11.26,284,973,,,,,10,,,,,,
,,,Velanai,,2020.11.26,15,53,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1597,5624,2,0,1,7,585,70,1,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,1605,5650,2,0,1,7,587,70,2,0,0,0,
