,7,"රත්නපුර ,uj;jpdGhp
Rathnapura",Balangoda,High wind,2023.04.22,1,2,,,,,1,,,,,,
,,,Kuruwita,High wind,2023.04.23,1,4,,,,,1,,,,,,
,,,,Lightning,2023.04.23,1,4,,,,,1,,,,,,
,,,Kalawana,High wind,2023.04.23,1,4,,,,,1,,,,,,
,,,Ayagama,High wind,2023.04.23,1,4,,,,,1,,,,,,
,,,,Lightning,2023.04.23,4,10,,,,,4,,,,,,
,,,Kiriella,High wind,2023.04.23,1,3,,,,,1,,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,10,31,0,0,0,0,10,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,41,151,0,0,0,0,41,0,0,0,0,0,
,8,,Dimbulagala,High wind,2023.04.20/21,14,55,,,,,14,,,,,,
,,,,Lightning,2023.04.21,5,16,1,,,,4,,,,,,
,,ගපාගලාන්නරුව,Medirigiriya,High wind,2023.04.21,14,51,,,,,14,,,,,,
,,nghyd;dWit,Thamankaduwa,High wind,2023.04.21,1,4,,,,,1,,,,,,
,,Polonnaruwa,Elahera,High wind,2023.04.20/21,11,41,,,,,11,,,,,,
,,,Higurakgoda,High wind,2023.04.20/21,8,34,,,,,5,3,,,,,
,,,Welikanda,High wind,2023.04.21,6,21,,,,,6,,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,59,222,1,0,0,0,55,3,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,59,222,1,0,0,0,55,3,0,0,0,0,
,9,,Haguranketha,High wind,2023.04.21,1,3,,,,,1,,,,,,
,,නුවරඑලිය,,Lightning,2023.04.21,1,5,,,,,1,,,,,,
,,"Etnuypah
Nuwara Eliya",Nuwaraeliya,High wind,2023.04.23,2,10,,,,,2,,,,,,
,,,,Cutting Failure,2023.04.23,1,4,,,,,1,,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,5,22,0,0,0,0,5,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,5,22,0,0,0,0,5,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,6372,21190,1,12,0,6,201,4,3,2,140,480,
,,,ආ ප ද ා කළමනාකරණ මධ්‍යසරථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre,,,,,,,,,,,,,,,
,,,,,"හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,
,,,ෆැක්සර/ njhiy efy; / Fax: 0112670079,,,,,,,,,,,,,,,
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com,,,,,,,,,,,,,,,,,,
"ගවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
