"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- SriLanka
දිනය /jpfjp / Date : 21st December 2019 at 0900hrs",,,,,,,,,,,,,,,,,,
"ලේකම් - රාජ්‍ය පරිපාලන, ආපදා කළමනාකරණ හා පශු ස්ත්‍ම්පත් ස්ත්‍ංවර්ධන අමාතයාංශය / சேயலாளர், ச ாது நிரவ் ாக மற்றும் அனரத் ்த முகாமமத்துவ அமமேசு் / Secretary, Ministry of Public Administration, Disaster Management & Livestock Development",,,,,,,,,,,,,,,,,,
රාජ්‍ය පරිපාලන ස්ත්‍හ ආපදා කළමනාකරණ අමාතයාංශය ගරු අමාතයතුමාලේ පුද්ගලික ලේකම් /சகௌரவ பிரமைக்கு தனியார் சேயலாளர் ச ாது நிரவ் ாக மற்றும் அனரத் ்த முகாமமத்துவ அமமேே் ர் / Private Secretary to the Hon. Minister of Public Administration & Disaster Management,,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாக ் பிரிவு
Administrative purvie",,"ආපදාව
mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற ாதி ்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Location
s","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ඌව/Cth
khfhzk;/Uva",1,"බදුල්ල
gJs;is
Badulla",Bandarawela,Heavy Rain,2019.12.03,,,,,,,,,,1,1,5,Yowun Senankaya
,,,Haputhale,,2019.12.11,,,,,,,,,,1,15,50,"Dambethenna Tamil V,."
,,,,,2019.12.20,31,145,,,,,,,,1,16,95,Pitarathmale tamil School
,,,Passara,,2019.12.03,,,,,,,,,,1,5,18,Sarwodaya Building
,,,,Flood,2019.12.18,15,65,,,,1,15,,,,,,
,,,Uwaparanagame,,2019.12.19,7,28,,,,,7,,,,,,
,,,Kandaketiya,,2019.12.20,1,1,,,,,1,,,,,,
,,,Welimada,,,17,75,,,,,17,,,,,,
,,,Soranatota,,,7,27,,,,,7,,,,,,
,,,Haldummulle,,,2,7,,,,,2,,,,,,
,,,Haliela,,,7,26,,,,,3,,,2,11,49,"01. Moretota Singhale 02.
School Icelab tamil
college"
,,,Mahiyanganaya,,,64,257,,,,,,,,3,61,257,
,,,Elle,,,24,77,,,,1,3,1,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,175,708,0,0,0,2,55,1,0,9,109,474,
,2,"ම ොනරොගල/nkhdw
hfiy Moneragala",Kataragama,Flood,2019.12.19,432,1575,,,,,3,,,5,432,1575,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,432,1575,0,0,0,0,3,0,0,5,432,1575,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,607,2283,0,0,0,2,58,1,0,14,541,2049,
"නැමගනහිර පලොත
fpof;F Eastern",3,"ඩකලපුව
kl;lf;fsg;G
Batticaloa",Manmunai North,,2019.12.18,2,7,,,,1,1,,,,,,
,,,Manmunai south west,,2019.12.18,2,7,,,,,2,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,4,14,0,0,0,1,3,0,0,0,0,0,
,"5 ත්‍රීකුණො ලය Flood
පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total",,,,,4,14,0,0,0,1,3,0,0,0,0,0,
