"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- SriLanka
දිනය /jpfjp / Date : 17th December 2019 at 0900hrs",,,,,,,,,,,,,,,,,,
"ලේකම් - රාජ්‍ය පරිපාලන, ආපදා කළමනාකරණ හා පශු ස්ත්‍ම්පත් ස්ත්‍ංවර්ධන අමාතයාංශය / சேயலாளர், ச ாது நிரவ் ாக மற்றும் அனரத் ்த முகாமமத்துவ அமமேசு் / Secretary, Ministry of Public Administration, Disaster Management & Livestock Development",,,,,,,,,,,,,,,,,,
රාජ්‍ය පරිපාලන ස්ත්‍හ ආපදා කළමනාකරණ අමාතයාංශය ගරු අමාතයතුමාලේ පුද්ගලික ලේකම් /சகௌரவ பிரமைக்கு தனியார் சேயலாளர் ச ாது நிரவ் ாக மற்றும் அனரத் ்த முகாமமத்துவ அமமேே் ர் / Private Secretary to the Hon. Minister of Public Administration & Disaster Management,,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாக ் பிரிவு
Administrative purvie",,"ආපදාව
mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற ாதி ்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Location
s","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
,1,"බදුල්ල
gJs;is
Badulla",Bandarawela,Heavy Rain,2019.12.03,1,5,,,,1,,,,1,1,5,Yowun Senankaya
,,,Haputhale,,2019.12.11,46,137,,,,,,,,1,46,137,"Dambethenna Tamil V,."
,,,Passara,,2019.12.03,5,18,,,,,,,,1,5,18,Sarwodaya Building
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,52,160,0,0,0,1,0,0,0,3,52,160,
,2,"ගමානරාෙල
nkhdwhfiy
Moneragala",Bibila,Heavy Rain,2019.11.30,15,52,,,,,15,,,,,,
,,,Medagama,Flood,,6,21,2,,,,4,,,,,,
,,,Siyambalanduwa,,,13,42,,,,,13,,,,,,
,,,Monaragala,Heavy Rain,,12,54,,,,,12,,,,,,
,,,Buttala,,,10,46,,,,,10,,,,,,
,,,Kataragama,Flood,,348,1332,,,,,9,,,2,348,1332,
,,,Thanamaliwila,Heavy Rain,,5,22,,,,,5,,,,,,
,,,Wellawaya,Heavy Rain,,12,54,,,,,12,,,,,,
,,,Badalkumbura,Heavy Rain,,11,49,,,,,11,,,,,,
,,,Madulla,Heavy Rain,,5,24,,,,,5,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,437,1696,2,0,0,0,96,0,0,2,348,1332,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,489,1856,2,0,0,1,96,0,0,5,400,1492,
,3,"මඩකලපුව
kl;lf;fsg;G
Batticaloa",Koralaipattu,Flood,2019.11.29,564,1855,,,,,,,,,,,
,,,Koralaipattu North,,2019.12.05,659,1990,,,,,,,,,,,
,,,,High Wind,2019.12.10,3,11,,,,,3,,,,,,
,,,Koralaipattu West,Flood,2019.12.04,156,581,,,,,2,,,,,,
,,,Koralaipattu south,,2019.11.29,909,2884,,,,,5,,,,,,
,,,Koralaipattu central,,2019.12.06,1037,4093,,,,,,,,,,,
,,,Manmunai west,,2019.11.29,215,604,,1,,,18,,,,,,
,,,,Lightning,,1,5,,,,,,,,,,,
,,,Manmunai North,Flood,2019.11.26,5301,18202,,,,1,5,,,,,,
,,,kattankudy,,2019.11.29,2150,7711,,,,,,1,,,,,
,,,Manmunai pattu,,2019.11.28,2208,8308,,,,,4,,,,,,
,,,Monmunai south & EP,,2019.12.02,321,1098,,,,,3,,,,,,
,,,Monmunai south West,,2019.12.03,24,78,,,,,4,,,,,,
,,,Eravur pattu,,2019.12.02,2314,8281,,,,,2,,,,,,
,,,Porathivu pattu,,2019.12.02,734,2087,,,,,27,,,,,,
,,,Eravur pattuTown,,2019.12.04,2667,8948,,1,,,,,1,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,19263,66736,0,2,0,1,73,1,1,0,0,0,
