River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,3.35,2.90,Normal,,-,,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,5.29,5.18,Normal,,5.7,,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,13.16,12.80,Normal,,,32.2,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,2.09,2.06,Normal,,4,,6.4,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.17,1.12,Normal,,76.7,,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.21,1.22,Normal,,114.3,,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.24,1.19,Normal,,4,,6.3,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.35,1.36,Normal,,0.0,,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.45,7.52,Normal,,10.8,,,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,5.22,5.15,Normal,,5,,5.7,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.66,1.68,Normal,,0.0,,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,4.14,4.21,Normal,,1.8,,,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,1.87,1.84,Normal,,0.0,,,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.47,1.47,Normal,,0.0,,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.70,0.70,Normal,,0.0,,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.08,3.10,Normal,,0.0,,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.96,0.95,Normal,,0.0,,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.44,0.45,Normal,,0.0,,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,1.12,1.17,Normal,,15.8,,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,1.21,1.19,Normal,,0.9,,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.79,0.77,Normal,,24.9,,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.74,1.70,Normal,,5,,0.0,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.10,0.16,Normal,,23.7,,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.84,0.88,Normal,,4.7,,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.60,0.58,Normal,,11.9,,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.20,0.20,Normal,,20.0,,,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.96,-0.96,Normal,,8.1,,,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.18,0.18,Normal,,8.1,,,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.81,-2.97,Normal,,17.7,,,
Mahaweli Ganga,Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,3.18,3.24,Normal,,13.3,,,
(RB 60),Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.50,1.46,Normal,,4,,7.3,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.63,0.62,Normal,,,34.2,,
,Agra Oya,Calidonia,m,3.00,3.50,4.50,1.52,1.48,Normal,,21.2,,,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.65,1.65,Normal,,1.0,,,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.34,0.34,Normal,,15.0,,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.28,1.31,Normal,,71.8,,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,-0.06,-0.06,Normal,,3.0,,,
"Deduru Oya
(RB 99)",Deduru Oya,Ridi bendi Ella (Dam),m,3.30,4.20,4.70,1.13,1.13,Normal,,3.9,,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.03,3.03,Normal,,3.4,,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.90,1.97,Normal,,18.1,,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,2.06,2.06,Normal,,8.2,,,
