date_str	description	doc_id	doc_type	lang	num	time_str	url_metadata	url_pdf	ut
2026-09-14	Advisory for Severe Lightning	2026-09-14-10-00-advisory-for-seve-82701b48	lk_dmc_weather_forecasts	und	10-00-advisory-for-severe-lightning	10:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Advisory_for_Severe_Lightning_at_1000hrs_on_14__1789361500.pdf	1789360200
2026-09-14	Weather Forecast	2026-09-14-05-30-weather-forecast	lk_dmc_weather_forecasts	und	05-30-weather-forecast	05:30	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Weather_Report_at_0530_hrs_on_2026__1789345476.pdf	1789344000
2026-09-13	Weather Forecast (Tamil Language)	2026-09-13-16-00-weather-forecast--2c3f4dc6	lk_dmc_weather_forecasts	und	16-00-weather-forecast-tamil-language	16:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Weather_Report_at_1600_hrs_on_2026__1789297820.pdf	1789295400
2026-09-13	Weather Forecast	2026-09-13-16-00-weather-forecast	lk_dmc_weather_forecasts	und	16-00-weather-forecast	16:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Weather_Report_at_1600_hrs_on_2026__1789297366.pdf	1789295400
2026-09-13	Warm Weather Advisory	2026-09-13-16-00-warm-weather-advisory	lk_dmc_weather_forecasts	und	16-00-warm-weather-advisory	16:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Warm_Weather_Advisory_at_1600hrs_on_2026__1789297466.pdf	1789295400
2026-09-13	Warm Weather Advisory (Tamil Language)	2026-09-13-16-00-warm-weather-advi-527ccc1e	lk_dmc_weather_forecasts	und	16-00-warm-weather-advisory-tamil-language	16:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Warm_Weather_Advisory_at_1600hrs_on_2026__1789297945.pdf	1789295400
2026-09-13	Weather Forecast (Tamil Language)	2026-09-13-15-00-weather-forecast--25b7ee17	lk_dmc_weather_forecasts	und	15-00-weather-forecast-tamil-language	15:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Weather_Report_at_1400_hrs_on_2026__1789292109.pdf	1789291800
2026-09-13	Weather Forecast	2026-09-13-14-00-weather-forecast	lk_dmc_weather_forecasts	und	14-00-weather-forecast	14:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Weather_Report_at_1400_hrs_on_2026__1789289373.pdf	1789288200
2026-09-13	Advisory for High Waves (Tamil Language)	2026-09-13-13-30-advisory-for-high-07db9724	lk_dmc_weather_forecasts	und	13-30-advisory-for-high-waves-tamil-language	13:30	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Advisory_for_High_Waves__1789287039.pdf	1789286400
2026-09-13	Advisory for High Waves	2026-09-13-12-00-advisory-for-high-waves	lk_dmc_weather_forecasts	und	12-00-advisory-for-high-waves	12:00	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	https://www.dmc.gov.lk/images/dmcreports/Advisory_for_High_Waves__1789283295.pdf	1789281000
