"Weather Forecast for Main Cities
Date : 10-Mar-2026",,,,,
City,Temperature (0C),,Relative Humidity (%),,Weather
,Max,Min,Max,Min,
Anuradhapura,33,22,90,55,Mainly fair
Batticaloa,31,24,95,70,Mainly fair
Colombo,31,24,90,60,Mainly fair
Galle,30,25,90,70,Showers or thundershowers are likely after 2.00p.m
Jaffna,32,22,90,55,A few showers
Kandy,32,18,95,55,Mainly fair
Nuwara-Eliya,22,8,95,50,Showers or thundershowers are likely after 2.00p.m
Ratnapura,36,23,95,50,Showers or thundershowers are likely after 2.00p.m
Trincomalee,31,25,85,65,A few showers
Mannar,32,24,90,65,Showers or thundershowers are likely after 2.00p.m
