"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka
දිනය /jpfjp / Date : 12th September 2020 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purvie",,"Heavy Rain & High
windආපදාව mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Location
s","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ධ්‍ය පලාත
kj;jpa khfhzk
Central",1,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Nuwaraeliya,Fire,2020.08.11,35,125,,,,24,,,,1,35,125,Muththumari Amman Kovil
,,,Abagamuwa,Cutting failure,2020.09.07,2,11,,,,,1,,,1,2,12,Layagams Hotel
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,37,136,0,0,0,24,1,0,0,2,37,137,
,,,Deltota,,2020.09.09/10,3,14,,1,,,2,1,,,,,
,,,Pathahewaheta,,2020.09.06,3,13,,,,,3,,,,,,
,2,"නුවර
fz;b",Pathadumbara,High Wind,2020.09.09,1,4,,,,,1,,,,,,
,,Kandy,Harispattuwa,,2020.09.08,1,2,,,,,1,,,,,,
,,,Pasbagekorale,,2020.09.10,1,3,,,,,1,,,,,,
,,,Gangawatakorale,,2020.09.09,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,10,40,0,1,0,0,9,1,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,47,176,0,1,0,24,10,1,0,2,37,137,
"ඌව
Cth khfhzk;
Uva",,,Welimada,Fire,2020.08.17,12,54,,,,12,,,,1,12,54,Alakola gala day care centre
,,,,,2020.09.08,12,44,,,,,12,,,,,,
,,,Haldummulla,,2020.09.06,18,54,,,,,18,,,,,,
,,,Uwaparanagama,,,7,30,,,,,7,,,,,,
,,බදුල්ල,,,2020.09.08,6,20,,,,,,,,,,,
,3,gJs;is,Ella,,,1,3,,,,,1,,,,,,
,,Badulla,Hali Ela,,2020.09.06,4,13,,,,,4,,,,,,
,,,Kandaketiya,,,1,4,,,,,1,,,,,,
,,,,High wind,2020.09.06,2,16,,,,,2,,,,,,
,,,Passara,,2020.09.07,8,36,,,,,8,,,,,,
,,,,,2020.09.08,14,39,,,,,14,,,,,,
,,,Welimada,,2020.09.07,49,201,,1,,,49,,,,,,
,,,,,2020.09.08,4,12,,,,,,,,,,,
,,,Soranatota,,2020.08.31,2,4,,,,,2,,,,,,
,,,Badulle,,2020.09.06,3,12,,,,,3,,,,,,
,,,Lunugala,,2020.09.07,3,14,,,,,3,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,146,556,0,1,0,12,124,0,0,1,12,54,
,,,Thanamalvila,,2020.09.05,3,13,,,,,3,,,,,,
,,,Wellawaya,,,2,9,,,,,2,,,,,,
,,ම ානරාගල,Medagama,High wind,,4,18,,,,,4,,,,,,
,4,nkhdwhfiy,Bibila,,2020.09.06,7,31,,,,,7,,,,,,
,,Moneragala,Badalkumbura,,,4,17,,,,,3,1,,,,,
,,,Siyambalanduwa,,,3,13,,,,,3,,,,,,
,,,,Lightning,2020.09.05,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,24,105,0,0,0,0,23,1,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,170,661,0,1,0,12,147,1,0,1,12,54,
