,6,"මන් ාරම
kd;dhH
Mannar",Mannar Town,Heavy Rain / Flood,2025.01.19,120,385,,,,,,,,,,,
,,,Madhu,Heavy Rain / Flood,2025.01.19,1,6,,,,,,,,,,,
,,,Nanattan,Heavy Rain / Flood,2025.01.21,2,7,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,123,398,0,0,0,0,0,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,508,1547,0,3,0,0,51,2,1,1,19,61,
"ැනෙ හිර පලාත
fpof;F
Eastern",7,"අම්පාර
mk;ghiw
Ampara",Samanthurei,Heavy Rain & Flood,2025.01.18,82,249,,,,,,,,1,19,63,
,,,MahaOya,,,5,16,,,,,5,,,,,,
,,,Damana,,,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,88,269,0,0,0,0,6,0,0,1,19,63,
,8,"මඩකලපුව
kl;lf;fsg;G
Batticaloa",Manmunai North,Flood,2025.01.13,13,32,,,,,,,,1,7,19,
,,,Manmunai South / Eruvil,,,168,551,,,,,,,,1,1,6,
,,,Mamunai West,,,27,66,,,,,8,,,,,,
,,,Manmunai pattu,,,1,4,,,,,1,,,,,,
,,,Koralaipattu,,,23,76,,,,,,,,,,,
,,,Koralaipattu North,,,389,1088,,,,,,,,,,,
,,,Koralaipattu West,,,100,363,,,,,,,,1,10,38,
,,,Koralaipattu South,,,150,467,,,,,,,,2,18,55,
,,,Eravur Pattu,,,2690,8752,,,,,8,,,4,298,803,
,,,Koralaipattu Central,,,102,386,,,,,,,,,,,
,,,Porathivu Pattu,,,21,47,,,,,,,,,,,
,,,Manmunai South West,,,53,139,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,3737,11971,0,0,0,0,17,0,0,9,334,921,
,9,"ත්‍රීකුණාමලය
jp.kiy
Trincomalee",Muthur,Heavy Rain / Flood,2025.01.19 / 18,15,61,,,,,15,,,,,,
,,,Kuchchaveli,,,3,8,,,,,,,,,,,
,,,Seruvila,,,34,120,,,,,4,,,,,,
,,,Gomarankadawala,,,6,13,,,,,,,,,,,
,,,Morawewa,,,54,216,,,,,2,,,,,,
,,,Thambalagamuwa,,,93,260,,,,,,,,,,,
,,,Kinniya,,,2,6,,,,,2,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,207,684,0,0,0,0,23,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,4032,12924,0,0,0,0,46,0,0,10,353,984,
"මධයම පලාත
kj;jpa khfhzk;
Central",10,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Maskeliya,Fire at Line houses,2025.01.17,7,33,,,,,8,,,2,7,33,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,7,33,0,0,0,0,8,0,0,2,7,33,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,7,33,0,0,0,0,8,0,0,2,7,33,
"ඌව
Cth khfhzk;
Uva",11,"බදුල්ල
gJs;is
Badulla",Hali Ela,High Wind / Rain,2025.01.17-19,2,9,1,,,,2,,,,,,"Death reported due to
tree fallen"
,,,Ella,Cutting Faliure / Rain,2025.02.17-19,2,9,,,,,2,,,,,,
,,,Meegahakiwula,Heavy Rain / Wind,2025.01.18-19,3,11,,,,,3,,,,,,
,,,Kandaketiya,Heavy Rain,2025.01.18,1,3,,,,,1,,,,,,
,,,Badulla,"Heavy Rain / Rock
Fallen",2025.01.18-19,4,12,,,,,4,,,,,,
,,,Uva Paranagama,Heavy Rain,2025.01.19,1,4,,,,,2,,,,,,
,,,Passara,Cutting Faliure,2025.01.19,2,9,,,,,2,,,,,,
,,,Mahiyanganaya,Flood Risk,2025.01.19,52,182,,,,,1,,,1,23,70,Theldeniyaya School
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,67,239,1,0,0,0,17,0,0,1,23,70,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,67,239,1,0,0,0,17,0,0,1,23,70,
