"Weather Forecast for Main Cities
Date : 21-Jul-2026",,,,,
City,Temperature (0C),,Relative Humidity (%),,Weather
,Max,Min,Max,Min,
Anuradhapura,35,26,90,60,Mainly fair
Batticaloa,34,25,85,65,Showers or thundershowers are likely after 2.00p.m
Colombo,32,27,90,70,Several spells of showers
Galle,30,28,90,80,Several spells of showers
Jaffna,32,28,80,65,Mainly fair
Kandy,31,21,95,65,Several spells of showers
Nuwara-Eliya,21,14,95,70,Several spells of showers
Ratnapura,33,25,95,70,Several spells of showers
Trincomalee,36,27,80,45,Mainly fair
Mannar,31,27,90,65,Mainly fair
