"උතුරුමැද පලොත
tlkj;jpa
khfhzk;
North Central",6,"්පෝලොනනරුව
nghyd;dWit
Polonnaruwa",Dimbulagala,Drought,2020.06.17,1899,6424,,,,,,,,,,,Distibuting drinking water
,,,Welikanda,,,4361,13721,,,,,,,,,,,
,,,Hingurakgoda,,2020.08.27,250,975,,,,,,,,,,,
,,,Madirigiriya,,,370,1287,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,6880,22407,0,0,0,0,0,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,6880,22407,0,0,0,0,0,0,0,0,0,0,
,7,"මුලතිව්
Ky;iyj;jPT
Mulaitivu",Welioya,Drought,2020.04.15,430,1540,,,,,,,,,,,Distibuting drinking water
,,,Puthukudiyiruppu,,2020.05.01,1986,6398,,,,,,,,,,,
,,,Thunukkai,,2020.07.01,1425,4984,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,3841,12922,0,0,0,0,0,0,0,0,0,0,
"උතුරු පලොත
tl khfhzk
Northen",8,"යොපනය
aho;g;ghzk;
Jaffna",Karaveddy,Drought,2020.07.06,232,632,,,,,,,,,,,
,,,Delft,,2020.03.24,1031,3071,,,,,,,,,,,
,,,Karainagar,,2020.03.27,2760,8297,,,,,,,,,,,
,,,Kayts,,2020.03.27,3175,11391,,,,,,,,,,,
,,,Velanai,,2020.04.15,2411,7928,,,,,,,,,,,
,,,Chavakachcheri,,2020.04.16,3361,11484,,,,,,,,,,,
,,,Chankanai,,2020.04.23,3047,10315,,,,,,,,,,,
,,,Maruthankerny,,2020.06.15,1162,4636,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,17179,57754,0,0,0,0,0,0,0,0,0,0,
,9,"කිලි්නොච්චිය
fpspnehr;rp
Killinochchi",Karachchi,Drought,2020.07.08,608,2027,,,,,,,,,,,
,,,Poonakary,,2020.04.22,2509,8290,,,,,,,,,,,
,,,Pachchilaipalai,,2020.05.41,465,1434,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,3582,11751,0,0,0,0,0,0,0,0,0,0,
"උතුරු පලොත
tl khfhzk
Northen",10,"මනනොරම
kd;dhH
Mannar",Nanattan,Drought,2020.07.07,262,768,,,,,,,,,,,
,,,Musali,,,3260,12810,,,,,,,,,,,
,,,Manthai West,,,5623,20500,,,,,,,,,,,
,,,Madhu,,,237,727,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,9382,34805,0,0,0,0,0,0,0,0,0,0,
,11,"වව්නියොව
tTdpah
Vavuniya",Vavuniya North,Drought,2020.06.18,46,173,,,,,,,,,,,
,,,Vengala Cheddikulam,,2020.06.17,40,130,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,86,303,0,0,0,0,0,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,34070,117535,0,0,0,0,0,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,82335,273068,0,0,0,0,0,0,0,0,0,0,0
,,,"රොජකොරි භොර නිළධොරි / flik mjpfhhp / Duty Officer : 011 2670002
මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :
ආ ප ද ො ක ළමනොකරණ මධයස්ත්‍රථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,"ෆැක්ස්ත්‍ර/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com
්වබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,
,,,……………………………………………………….,,,,,,,,,,,,,,,
,,,H.D.G. Priyantha,,,,,,,,,,,,,,,
