"බසරනාහිර පලාත
Nky; khfhzk
Western",6,"ගම්පහ
fk;g`h
Gampaha",Aththanagalla,Drought,2020 March,636,3154,,,,,,,,,,,
,,,,Tree Fallen,2020.04.14,8,44,,,,,8,,,,,,
,,,,Heavy Rain,2020.04.14/15,3,17,,,,,3,,,,,,
,,,Gampaha,Drought,2020.03.12,10,48,,,,,,,,,,,
,,,Mahara,,2020 March,95,388,,,,,,,,,,,
,,,Divulapitiya,,2020.02.24,4904,16398,,,,,,,,,,,
,,,,High Wind,2020.04.14,1,6,,,,,1,,,,,,
,,,,Lightning,,1,5,,,,,1,,,,,,
,,,Miirigama,Drought,2020.03.12,2098,8580,,,,,,,,,,,
,,,,High Wind,2020.04.14,5,21,,,,,5,,,,,,
,,,Katana,Drought,2020.03.03,3621,13889,,,,,,,,,,,
,,,Minuwangoda,,2020.04.10,15,47,,,,,,,,,,,
,,,,"2020.04.14
High wind
2020.04.15",,3,7,,,,,,,,,,,
,,Jaela,,,,1,6,,,,,1,,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,11401,42610,0,0,0,0,19,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,62651,258443,0,0,0,0,19,0,0,0,0,0,
"වයඹ පලාත
tlNky;khfhzk;
North Western
වයඹ පලාත
tlNky;khfhzk;
North Western","පුත්තලම
7 Gj;jsk;
Puttalam",,Arachchikattuwa,Drought,2020.03.04,1456,5186,,,,,,,,,,,Distribution of drinking water
,,,Pallama,,2020.03.04,2822,9175,,,,,,,,,,,
,,,Nawagaththegama,,2020.03.10,513,1469,,,,,,,,,,,
,,,,High wind,2020.04.15,610,1893,,,,,492,105,8,,,,
,,,Anamaduwa,,2020.03.06,1140,3556,,,,,,,,,,,
,,,,High wind,2020.04.15,377,1265,,,,,377,17,7,,,,
,,,Wanathavilluwa,,2020.03.21,192,659,,,,,,,,,,,
,,,,High wind,2020.04.13,16,48,,,,,16,1,,,,,
,,,Mahakumbukkadawala,,2020.03.05,6291,19544,,,,,,,,,,,
,,,,High wind,2020.04.15,2,7,,,,,2,1,,,,,
,,,Mundalama,,2020.03.23,488,1657,,,,,,,,,,,
,,,Puttalam,,2020.03.28,52,180,,,,,,,,,,,
,,,,High wind,2020.04.15,3,11,,,,,2,1,,,,,
,,,Chilaw,,2020.04.01,255,965,,,,,,,,,,,
,,,Dankotuwa,,2020.04.08,75,275,,,,,,,,,,,
,,,Naththandiya,,2020.04.09,300,1310,,,,,,,,,,,
,,,Karuwalagaswewa,,2020.03.23,1048,3063,,,,,,,,,,,
,,,,High wind,2020.04.15,194,356,,,,,194,,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,15834,50619,0,0,0,0,1083,125,15,0,0,0,
,8,"කුරුනෑගල
FUdhfy;
Kurunegala",Kuliyapitiya East,High Wind,2020.04.08,1,5,,,,,1,,,,,,
,,,Kurunegala,,2020.04.08,1,1,,,,,1,,,,,,
,,,Mawathagama,,2020.04.10,1,3,,,,,1,,,,,,
,,,Weerambugedara,,2020.04.10,2,8,,,,,2,,,,,,
,,,Kotawehera,,2020.04.12,3,8,,,,,1,1,,,,,
,,,Polgahawela,,2020.04.12,2,7,,,,,1,1,,,,,
,,,Ambanpola,,2020.04.13,10,31,,,,,10,,,,,,
,,,Ganewatta,,2020.04.13,16,57,,,,,16,,,,,,
,,,Polpithigama,,2020.04.13,21,74,,,,,21,,,,,,
,,,Mallawapitiya,,2020.04.14,2,7,,,,,2,,,,,,
,,,Alawwa,,2020.04.14,2,7,,,,,2,,,,,,
,,,Mahawa,,2020.04.14,3,7,,,,,3,3,1,,,,
,,,Wariyapola,,2020.04.14,1,5,,,,,1,,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,65,220,0,0,0,0,62,5,1,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,15899,50839,0,0,0,0,1145,130,16,0,0,0,
,9,"මාතර
khj;jiw
Matara",Pitabeddara,Drought,2020.03.11,645,2685,,,,,,,,,,,
,,,Pasgoda,High wind,2020.04.13,4,16,,,,,4,,,,,,
,,,Hakmana,,2020.04.14,1,4,,,,,1,,,,,,
,,,Thihagoda,Lightning 2020.04.13,,1,5,,,,,1,,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,651,2710,0,0,0,0,6,0,0,0,0,0,
