"tl khfhzk;
Northen",6,"මුලතිව්
Ky;iyj;jPT
Mulaitivu",Puthukudiyiruppu,Flash Flood,2022.10.23,15,49,,,,,,,,1,15,49,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,15,49,0,0,0,0,0,0,0,1,15,49,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,16,54,0,0,0,0,1,0,0,1,15,49,
,7,"කළුතර
fSj;Jiw
Kalutara",Dodangoda,Heavy Rain,2022.10.13-22,11,36,,,,,11,,,,,,
,,,Ingiriya,,2022.10.13/14/18,9,39,,,,,5,,,,,,
,,,Horana,,2022.10.13-22,3,13,,,,,3,,,,,,
,,,Beruwala,,2022.10.13-23,12,44,,,,,12,,,,,,
,,,Millaniya,,2022.10.13-23,34,118,,,,,14,,,,,,
,,,Mathugama,,2022.10.13/23,209,774,,,,1,63,6,,,,,
,,,Madurawela,,2022.10.13-18,10,25,,,,1,9,,,,,,
,,,Bandaragama,,2022.10.14/15,5,23,,,,,5,,,,,,
,,,Bulathsinhala,,2022.10.14-18,16,53,,,,1,11,,,,,,
,,,Walallawita,,2022.10.13-23,15,56,,,,,15,,,,,,
,,,Palinda Nuwara,,2022.10.15-20,2,4,,,,,2,,,,,,
,,,Agalawatta,,2022.10.20,4,14,,,,,4,,,,,,
,,,Panadura,,2022.10.23,45,160,,,,,,,,,,,
,,,Kalutara,,2022.10.13-23,127,565,,,,,8,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,502,1924,0,0,0,3,162,6,0,0,0,0,
"Western
Nky; khfhzk;
බස්ත්‍ර ොහිර පලොත",8,"ෙම්පහ
fk;g`h
Gampaha",Divulapitiya,Flood,2022.10.14,,,,,,,4,,,,,,
,,,Mahara,Flood,2022.10.14,,,,,,,13,,,,,,
,,,,"Heavy Rain & High
wind",2022.10.21 / 22,,,,,,,4,,,,,,
,,,Katana,Flood,2022.10.14,,,,,,2,2,,,,,,
,,,Ja-Ela,Flood & Heavy Rain,2022.10.14,,,,,,,1,,,,,,
,,,,Flood,2022.10.22,53,287,,,,,,,,,,,
,,,Dompe,Flood,2022.10.13,,,,,,,3,,,,,,
,,,Gampaha,Flood,2022.10.14,,,,,,,7,,,,,,
,,,Wattala,Flood,2022.10.14,,,,,,,9,,,,,,
,,,,,2022.10.22,1373,5481,,,,,1,,,3,26,121,
,,,Biyagama,Heavy Rain/Flood,2022.10.13,,,,,,,6,,,,,,
,,,Minuwangoda,Flood & Heavy Rain,2022.10.14,,,,,,,10,2,,,,,
,,,,"Heavy Rain & High
wind",2022.10.21,,,,,,,1,,,,,,
,,,,"Heavy Rain & High
wind",2022.10.22,1,2,,,,,1,,,,,,
,,,Aththanagalla,High Wind,2022.10.14,,,,,,,6,,,,,,
,,,,Tree Fallen,2021.10.20,2,9,,,,,2,,,,,,
,,,Meerigama,Heavy Rain,2022.10.14/15,,,,,,,8,,,,,,
,,,Kelaniya,Flood,2022.10.23,1316,6494,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,2745,12273,0,0,0,2,78,2,0,3,26,121,
,9,"නකොළඹ
nfhOk;G
Colombo",Kolonnawa,Cutting Failure,2022.10.14,5,18,,,,,,,,1,5,18,"Meethotamulla Navy
Ground pavilion"
,,,Thimbirigasyaya,Flash Flood,2022.10.14,178,707,,,,,,,,1,13,50,"Wanathamulla Mohomad
Community Hall"
,,,Kaduwela,Flash Flood,2022.10.14,121,503,,,,,,,,2,13,48,"1.Welangahawatta Community
hall"
,,,Colombo,Collapse Wall,2022.10.22,1,,1,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,305,1228,1,0,0,0,0,0,0,4,31,116,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,3552,15425,1,0,0,5,240,8,0,7,57,237,
