,மாத்தகற,"மாகலயில் அல்லது
இைவில் மகழ அல்லது
இடியுடன் கூடிய
மகழ",,,,மாகலயில்,,,மாகலயில்,
,,,,,,அல்லது இைவில்,,,அல்லது இைவில்,
,,,,,,மகழ அல்லது,,,மகழ அல்லது,
,,,,,,இடியுடன் கூடிய,,,இடியுடன் கூடிய,
,,,,,,மகழ,,,மகழ,
,ஹம்பாந்மதாட்கட,,சிறிதளவில் மகழ,,,சிறிதளவில் மகழ,,,சிறிதளவில் மகழ,
,,,தபய்யும்,,,தபய்யும்,,,தபய்யும்,
ஊவா,தமானைாைகல,,பல தடகவைள் மகழ,,,பல தடகவைள்,,,பல தடகவைள்,
,,,தபய்யும்,,,மகழ தபய்யும்,,,மகழ தபய்யும்,
,பதுகள,"அவ்வப்மபாது மகழ
அல்லது இடியுடன்
கூடிய மகழ;",அவ்வப்மபாது மகழ,,,மாகலயில்,,,மாகலயில்,
,,,அல்லது இடியுடன்,,,அல்லது இைவில்,,,அல்லது இைவில்,
,,,கூடிய மகழ;,,,மகழ அல்லது,,,மகழ அல்லது,
,,,,,,இடியுடன் கூடிய,,,இடியுடன் கூடிய,
,,,,,,மகழ,,,மகழ,
வடமமல்,குருநாைல்,,பல தடகவைள் மகழ,,,சிறிதளவில் மகழ,,,பிைதானமாை,
,,,தபய்யும்,,,தபய்யும்,,,சீைான வானிகல,
,புத்தளம்,,பல தடகவைள் மகழ,,,பிைதானமாை,,,பிைதானமாை,
,,,தபய்யும்,,,சீைான வானிகல,,,சீைான வானிகல,
மத்திய,ைண்டி,,அவ்வப்மபாது மகழ,,"மாகலயில்
அல்லது இைவில்
மகழ அல்லது
இடியுடன் கூடிய
மகழ",மாகலயில்,,"மாகலயில்
அல்லது இைவில்
மகழ அல்லது
இடியுடன் கூடிய
மகழ",மாகலயில்,
,,,அல்லது இடியுடன்,,,அல்லது இைவில்,,,அல்லது இைவில்,
,,,கூடிய மகழ; சில,,,மகழ அல்லது,,,மகழ அல்லது,
,,,,,,இடியுடன் கூடிய,,,இடியுடன் கூடிய,
,,,இடங்ைளில் 50 மி.மீ,,,,,,,
,,,,,,மகழ,,,மகழ,
,,,வகையான ஓைளவு,,,,,,,
,,,பலத்த மகழவீழ்ச்சி,,,,,,,
,நுவதைலியா,,அவ்வப்மபாது மகழ,,"மாகலயில்
அல்லது இைவில்
மகழ அல்லது
இடியுடன் கூடிய
மகழ",,,"மாகலயில்
அல்லது இைவில்
மகழ அல்லது
இடியுடன் கூடிய
மகழ",,
,,,அல்லது இடியுடன்,,,,,,,
,,,கூடிய மகழ; சில,,,,,,,
,,,இடங்ைளில் 50 மி.மீ,,,,,,,
,,,வகையான ஓைளவு,,,,,,,
,,,பலத்த மகழவீழ்ச்சி,,,,,,,
,மாத்தகள,,அவ்வப்மபாது மகழ,,"பல தடகவைள்
மகழ தபய்யும்",,,"மாகலயில்
அல்லது இைவில்
மகழ அல்லது
இடியுடன் கூடிய
மகழ",,
,,,அல்லது இடியுடன்,,,,,,,
,,,கூடிய மகழ; சில,,,,,,,
,,,இடங்ைளில் 50 - 75,,,,,,,
,,,மி.மீ வகையான,,,,,,,
,,,ஓைளவு பலத்த,,,,,,,
,,,மகழவீழ்ச்சி,,,,,,,
