"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka
දිනය /jpfjp / Date : 04th May 2020 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purvie",,"ආපදාව
mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"සබරගමුෙ පලාත
rg;ufKt
Sabaragamuwa",1,"කෑගල්ල
Nffhiy
Kegalle",Warakapola,Tree Fallen,2020.05.03,7,27,,,,,7,,,,,,
,,,,Lightning,2020.05.03,1,4,,,,,1,,,,,,
,,,Dehiowita,Tree Fallen,2020.05.03,2,7,,,,,2,,,,,,
,,,Galigamuwa,Tree Fallen,2020.05.03,5,22,,,,1,4,,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,15,60,0,0,0,1,14,0,0,0,0,0,
,පළාත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,15,60,0,0,0,1,14,0,0,0,0,0,
,2,"මහනුෙර
fz;b
Kandy",Udapalatha,Tree Fallen,2020.05.02,1,5,,,,,1,,,,,,
,,,Paathadumbara,High Wind,2020.05.03,2,12,,,,,2,,,,,,
මධයම පලාත,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,3,17,0,0,0,0,3,0,0,0,0,0,
"kj;jpa khfhzk;
Central",3,"නුෙරඑලිය
Etnuypah
Nuwara Eliya",Ambagamuwa,High Wind,2020.04.14,5,26,,,,,5,,,1,5,26,Venture Child Care Center
,,,,Fire,2020.05.02,10,34,,,,10,,,,1,10,34,Abowsli Community Hall
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,15,60,0,0,0,10,5,0,0,2,15,60,
,පළාත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,18,77,0,0,0,10,8,0,0,2,15,60,
"දකුනු පලාත
njd; khfhzk;
Southern",4,"ගාල්ල
fhyp
Galle",Elpitiya,High Wind,2020.04.29,4,15,,,,,4,,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,4,15,0,0,0,0,4,0,0,0,0,0,
,පළාත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,4,15,0,0,0,0,4,0,0,0,0,0,
"උතුරු පලාත
tl khfhzk
Northen",5,"මුලතිව්
Ky;iyj;jPT
Mulaitivu",Welioya,High Wind,2020.04.29,23,62,,,,,23,1,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,23,62,0,0,0,0,23,1,0,0,0,0,
,පළාත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,23,62,0,0,0,0,23,1,0,0,0,0,
"උතුරුමැද පලාත
tlkj;jpa
khfhzk;
North Central",6,වපාවලාන්නරුෙ,Hingurakgoda,High Wind,2020.04.30,105,368,,2,,1,104,,,,,,
,,"nghyd;dWit
Polonnaruwa",Thamankaduwa,"High Wind /
Lightning",2020.04.30,10,35,1,,,,8,1,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,115,403,1,2,0,1,112,1,0,0,0,0,
,පළාත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,115,403,1,2,0,1,112,1,0,0,0,0,
"නැවගනහිර පලාත
fpof;F
Eastern",7,"ත්‍රීකුණාමලය
jp.kiy
Trincomalee",Thambalagamuwa,High Wind,2020.05.01,3,16,,,,,3,,,,,,
,,,Kinniya,,,5,19,,,,,5,,,,,,
,,,,Lightning,2020.05.01,1,7,1,,,,1,,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,9,42,1,0,0,0,9,0,0,0,0,0,
,පළාත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,9,42,1,0,0,0,9,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,184,659,2,2,0,12,170,2,0,2,15,60,
,,,"රාජකාරි භාර නිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002
මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :
ආ ප ද ා ක ළමනාකරණ මධයස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,"ෆැක්ස්/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com
වෙබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,
,,,……………………………………………………….,,,,,,,,,,,,,,,
