"වයඹ පලාත
tlNky; khfhzk;
North Western",10,"කුරුණෑගල
FUdhfy;
Kurunegala",Pannala,High Wind,2020.08.05,1,4,Page 3,,,,1,,,,,,
,,,Wariyapola,,,1,1,,,,,1,,,,,,
,,,Polpitigama,,,7,26,,,,,7,,,,,,
,,,Giribawa,,,31,168,,,,8,23,,1,,,,
,,,Maho,,,1,4,,1,,,1,,1,,,,
,,,Polgahawela,,,3,10,,,,,3,1,,,,,
,,,Panduwasnuwara West,,,14,51,,,,,14,,,,,,
,,,Galgamuwa,,,3,15,,,,,1,1,,,,,
,,,Kurunegala,,,18,76,,,,,18,,,,,,
,,,Ambanpola,,,4,12,,,,,4,,,,,,
,,,Mallawapitiya,,,20,85,,,,,17,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,103,452,0,1,0,8,90,2,2,0,0,0,
,11,"පුත්තලම Gj;jsk;
Puttalam",Mundalama,High Wind,2020.08.05,61,254,,,,,61,,1,,,,
,,,karuwalagaswewa,,,22,80,,,,,22,1,1,,,,
,,,Naththandiya,,,2,11,,,,,2,,,,,,
,,,Wanathavilluwa,,,18,68,,,,,7,11,,,,,
,,,Pallama,,,1,4,,,,,1,,,,,,
,,,Anamaduwa,,,6,18,,,,,6,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,110,435,0,0,0,0,99,12,2,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,213,887,0,1,0,8,189,14,4,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,2651,10112,0,14,0,33,2508,18,4,1,14,43,
,,,"රාජකාරි භාර නිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002
මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :
ආ ප ද ා ක ළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,"ෆැක්ස්ත්‍ර/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com
කවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,
,,,……………………………………………………….,,,,,,,,,,,,,,,
