"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Colombo,"Seethawaka
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,,"Neluwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kalutara,,"* Horana and
* Walallawita
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑ Bulathsinhala
(Specially in Halwathura area),
* Agalawatta,
↑↑ Palindanuwara
(Specially in Athwelthota area) and
↑ Ingiriya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas."
Kegalle,,"Dehiowita
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Matara,"Pitabeddara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Ratnapura,"Elapatha,
Kiriella,
Ratnapura and
Kuruwita
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Ayagama,
Kalawana and
Eheliyagoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
"Note: ↑shifted one level up, ↑↑shifted two levels up, ↓shifted one level down, ↓↓shifted two levels down.",,,
*newly added with the last update,,,
Special Note: These warning levels are issued based on the cumulative rainfall received to respective areas,,,
and given weather forecast by meteorological department of Sri Lanka,,,
