"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka
දිනය /jpfjp / Date : 16th March 2020 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purvie",,"ආපදාව
mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Location
s","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ඌව
Cth khfhzk;
Uva",1,"බදුල්ල
gJs;is
Badulla",Haldummulla,High Wind,2020.02.14,1,6,,,,,1,,,1,1,6,Haldummulla Community Hall
,දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1,6,0,0,0,0,1,0,0,1,1,6,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,1,6,0,0,0,0,1,0,0,1,1,6,
"සබරගමුව පලාත
rg;ufKt",2,"කෑගල්ල
Nffhiy
Kegalle",Ruwanwella,Drought,2020.01.17,293,1570,,,,,,,,,,,Distribution of drinking water
,,,Bulathkohupitiya,,2020.02.10,249,1056,,,,,,,,,,,Distribution of drinking water
,,,Deraniyagala,,2020.02.06,650,2810,,,,,,,,,,,
,,,Galigamuwa,,2020.02.13,75,312,,,,,,,,,,,
,,,Kegalle,,2020.03.02,715,2253,,,,,,,,,,,
,,,Aranayaka,,2020.03.01,1235,4641,,,,,,,,,,,
,,,Dehiowita,,2020.03.06,197,604,,,,,,,,,,,
,,,Warakapola,,2020.02.20,2614,9078,,,,,,,,,,,
,දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,6028,22324,0,0,0,0,0,0,0,0,0,0,
Sabaragamuwa,3,"රත්නපුර
,uj;jpdGhp
Rathnapura",Eheliyagoda,Drought,2020.03.04,2462,9330,,,,,,,,,,,Distribution of drinking water
,,,Pelmadulla,,2020.03.04,1301,5371,,,,,,,,,,,
,,,Kalawana,,,2016,7019,,,,,,,,,,,
,,,Kolonna,,2020.02.20,796,2620,,,,,,,,,,,
