"වයඹ පලාත
tlNky;khfhzk;
North Western",8,"පුත්තලම Gj;jsk;
Puttalam",Arachchikattuwa,Drought,2020.03.04,755,2922,,,,,,,,,,,Distribution of drinking water
,,,Pallama,,2020.03.04,2822,9175,,,,,,,,,,,
,,,Mahakumbukkadawala,,2020.03.05,6215,19328,,,,,,,,,,,
,,,Chilaw,Fire,2020.03.04,1,4,,,,,,1,,,,,
,,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,9793,31429,0,0,0,0,0,1,0,0,0,0,
,,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,9793,31429,0,0,0,0,0,1,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,74147,295713,0,0,0,9,1,1,0,3,15,75,
,,,"රාජකාරි භාර නිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002
මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :
ආ ප ද ා ක ළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,"ෆැක්ස්ත්‍ර/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com
වවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
