,14,"ලපාලලාන්නරුව
nghyd;dWit
Polonnaruwa",Dimbulagala,Flood,2024.11.26,136,571,,,,,34,,,1,70,240,
,,,Lankapura,,,412,1697,,,,,8,,,2,173,661,
,,,Medirigiriya,,,11,45,,,,,3,,,,,,
,,,Thamankaduwa,,,399,1388,,,,5,28,,,,,,
,,,Hingurakgoda,,,9,33,,,,1,3,,,,,,
,,,Welikanda,,,3,9,,,,,3,,,,,,
,,,Elahera,,,4,16,,,,,4,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,974,3759,0,0,0,6,83,0,0,3,243,901,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,1068,4054,0,0,0,9,171,3,0,3,244,905,
,15,"ගම්පහ
fk;g`h
Gampaha",Dompe,"Flood / Wind / Heavy
Rain",2024.11.26 / 27,17,47,,,,,,,,,,,
,,,Negambo,,,383,1611,,3,,,3,,,,,,
,,,Minuwangoda,,,4,12,,,,,4,,,,,,
,,,Kelaniya,,,2,9,,,,,2,,,,,,
,,,Biyagama,,,1,4,,,,,1,,,,,,
,,,Katana,,,627,2836,,,,,,,,,,,
,,,Wattala,,,153,618,,,,,,,,1,1,5,
,,,Mahara,,,34,140,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,1221,5277,0,3,0,0,10,0,0,1,1,5,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,1221,5277,0,3,0,0,10,0,0,1,1,5,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,125184,420033,18,13,0,97,1780,65,16,17,513,1686,
,,,ආ ප ද ා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre,,,,,,,,,,,,,,,
"හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,,,,
"ෆැක්ස්ත්‍ර/ njhiy efy; / Fax: 0112670079
විදුත් තැපැේ / kpd;dQ;ry; / Email: eocdmc@gmail.com",,,,,,,,,,,,,,,,,,
"ලවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk
….....................................",,,,,,,,,,,,,,,,,,
