"ැනග හිර පලාත
fpof;F Eastern",,,,,2020.05.18,,,,,,2,7,,,,,2,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,2,7,0,0,0,0,2,0,
,9,"ත්‍රීකුණාමලය
jp.kiy
Trincomalee",Kinniya,High Wind,2020.05.18,,,,,,1,4,,,,,1,,
,,,Kantale,,,,,,,,59,245,,,,,59,,
,,,Thambalakamam,,,,,,,,1,4,,,,,1,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,61,253,0,0,0,0,61,0,
,10,"අම්පාර mk;ghiw
Ampara",Dehiaththakandiya,High Wind,2020.05.18,,,,,,115,425,,,,,115,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,115,425,0,0,0,0,115,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,0,0,0,0,0,178,685,0,0,0,0,178,0,
"Western
Nky; khfhzk
;බස්ත්‍ර ාහිර පලාත",11,"කළුතර fSj;Jiw
Kalutara",Beruwala,Drowning,2020.05.18,,,,,,,,2,1,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,0,0,2,1,0,0,0,0,
,12,"ගම්පහ fk;g`h
Gampaha",Dompe,,2020.05.18,,,,,,1,4,,,,,1,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,1,4,0,0,0,0,1,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,0,0,0,0,0,1,4,2,1,0,0,1,0,
"වයඹ පලාත
tlNky;
khfhzk; North
Western",13,"කුරු ෑගල
FUdhfy;
Kurunegala",Maaspotha,High Wind,2020.05.18,,,,,,2,8,,,,,2,,
,,,Panduwasnuwara/ W,,2020.05.18,,,,,,1,4,,,,,1,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,3,12,0,0,0,0,3,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,0,0,0,0,0,3,12,0,0,0,0,3,0,
"දකුනු පලාත
njd; khfhzk;
Southern",14,"හම්බන්නතාට
k;ghe;Njhl;il
Hambantota",Walasmulla,,2020.05.18,,,,,,4,12,,,,,4,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,4,12,0,0,0,0,4,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,0,0,0,0,0,4,12,0,0,0,0,4,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,2,2,7,1,3,436,1433,3,2,0,3,417,2,
,,,"රාජකාරි භාර ිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002
මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :",,,,,,,,,,,,,,,,
,,,"ආපදා කළම ාකරණ මධ්‍යස්ත්‍රථා ය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Manage
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136
ෆැක්ස්ත්‍ර/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com
නවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,,
,,,………………………………………………,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Janaka Hadunpathiraja,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
