,5,"ගාල්ල
fhyp
Galle",Neluwa,Heavy Rain / Flood,2023.09.29,4,13,,,,,4,,,,,,
,,,Thawala,Heavy Rain / Flood,2023.10.03-08,8,36,,,,,8,,,,,,
,,,Elpitiya,Heavy Rain / Flood,2023.10.02-08,16,42,,,,1,15,,,,,,
,,,Madampagama,Heavy Rain / Flood,2023.10.03-08,6,48,,,,,6,,,,,,
,,,Rathgama,Heavy Rain / Flood,2023.10.03-08,2,6,,,,,2,,,,,,
,,,Yakkalamulla,Heavy Rain / Flood,2023.10.03-08,10,32,,,,,10,,,1,7,25,"Walpola Sri Sandun
Viharaya"
,,,Kadawathsathara,"Heavy Rain/ Rock
Fallen",2023.10.03-04-08,25,72,1,,,,25,,,,,,"ගලක් පපරලීයාම
පහ්තුපවන් වයස අවු 70ක
පිරිමි පුද්ගලපයකු මරණයට
පත් විය."
,,,Imaduwa,Heavy Rain / Flood,2023.10.04-08,8,35,,,,,8,,,,,,
,,,Welivitiya Divithura,Heavy Rain / Flood,2023.10.02-08,10,32,,,,2,8,,,,,,
,,,Baddegama,Heavy Rain / Flood,2023.10.03-08,8,21,,,,,8,,,,,,
,,,Habaraduwa,Heavy Rain / Flood,2023.10.03-08,31,93,,,,1,31,,,,,,
,,,Nagoda,Heavy Rain / Flood,2023.10.01-08,28,72,,,,,28,10,,,,,
,,,Benthota,Heavy Rain / Flood,2023.10.01-08,12,36,,,,,12,,,,,,
,,,Balapitiya,Heavy Rain / Flood,2023.10.01-08,21,52,,,,,21,,,,,,
,,,Bope Poddala,Heavy Rain / Flood,2023.10.01-08,18,41,,,,,18,,,,,,
,,,Karandeniya,Heavy Rain / Flood,2023.10.01-08,15,48,,,,,15,,,,,,
,,,Gonapinuwala,Heavy Rain / Flood,2023.10.01-08,2,5,,,,,2,,,,,,
,,,Ambalangoda,Heavy Rain / Flood,2023.10.01-08,11,38,,,,,11,,,,,,
,,,Wanduraba,Heavy Rain / Flood,2023.10.01-08,7,18,,,,,6,,,,,,
,,,Hikkaduwa,Heavy Rain / Flood,2023.10.01-08,7,17,,,,,7,1,,,,,
,,,Niyagama,Heavy Rain / Flood,2023.10.01-08,2,9,,,,,2,,,,,,
,,,Akmeemana,Heavy Rain / Flood,2023.10.01-08,8,25,,,,,8,,,,,,
,දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,259,791,1,0,0,4,255,11,0,1,7,25,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,1532,5801,1,0,0,24,877,11,0,6,130,465,
"මධ්‍යම පලාත
kj;jpa khfhzk;
Central",6,"නුවර
fz;b
Kandy",Deltota,Heavy Rain,2023.10.13-14,5,24,1,,,,5,,,,,,
,,,,Cutting Faliure,2023.10.13,3,13,,,,,3,,,,,,
,,,Akurana,Heavy Rain,2023.10.14-15,6,33,,,,,6,,,,,,
,,,Poojapitiya,Heavy Rain,2023.10.13-14,2,9,,,,,2,,,,,,
,,,Gangawata Korale,Heavy Rain,2023.10.14,2,11,,,,,2,,,,,,
,,,Pathadumbara,Heavy Rain,2023.10.12-14,2,9,,,,,2,,,,,,
,,,Harispattuwa,Flood,2023.10.14,16,72,,,,,,,,1,16,72,
,,,Doluwa,Heavy Rain,2023.10.13,2,14,,,,,2,,,,,,
,,,,Cutting Faliure,2023.10.13,3,21,,,,,3,,,,,,
,,,Medadumbara,Heavy Rain & Wind,2023.10.14,4,15,,,,,4,,,,,,
,,,Udunuwara,Heavy Rain,2023.10.13-14,2,10,,,,,2,,,,,,
,,,Pathahewaheta,Heavy Rain,2023.10.14,1,4,,,,,1,,,,,,
,,,Panwila,Heavy Rain,2023.10.12-13,4,18,,,,,4,,,,,,
,දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,52,253,1,0,0,0,36,0,0,1,16,72,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,52,253,1,0,0,0,36,0,0,1,16,72,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,2323,8869,2,1,0,27,1126,11,0,10,242,897,
,,,ආ ප ද ා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre,,,,,,,,,,,,,,,
"කළුතර, පුත්තලම, කුරුණෑගල, කෑගල්ල, නුවරඑළිය, මාතපල්, යාපනය, මඩකලපුව, අම්පාර, ිකුණාමලය, අනුරාධ්‍පුර, වවුනියාව, හා
හම්බන්පතාට යන දිස්ික් වල ආපදා තත්ත්වයන් පම් වන විට පහව පගාස් ඇති බැවින් එම දිස්ික්කවලට අදාලව පසුගිය දිනවල දී ඇතුලත් කරතිබු හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136
දත්ත 0900 පැයට නිකුත් කරන සවිස්තරාත්මක තත්ත්ව වාර්ථාපවන් ඉවත් කර ඇත",,,,,,,,,,,,,,,,,,
,,,ෆැක්ස්/ njhiy efy; / Fax: 0112670079,,,,,,,,,,,,,,,
**** යයොදො ඇති දිස්ත්‍රික්කයන්හි අදොල දින සිට යේ දක්වො ආපදො තත්තත්තවය පහව ය ොස්ත්‍ර යනොමැති වීම යහරතුයවන්හ තත්තත්තව වොර්ථොයවන්හ ඉවත්ත කර යනොමැත . විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com,,,,,,,,,,,,,,,,,,
"පවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk
…..............................................",,,,,,,,,,,,,,,,,,
