"උතුරු පලාත
tl khfhzk;
Northen",8,"යාපනය
aho;g;ghzk;
Jaffna",Point Pedro,Flood,2023.11.14-15,60,211,,,,,2,,,1,9,36,
,,,Chankanai,,2023.11.14-15,364,1284,,,,,5,,1,,,,
,,,Kopay,,2023.11.15,269,870,,,,,4,,,,,,
,,,Uduvil,,2023.11.15,2,9,,,,,2,,,,,,
,,,Chavakachcheri,,2023.11.15,23,90,,,,,16,,1,,,,
,,,Tellippalai,,2023.11.15,12,43,,,,,,,,,,,
,,,Jaffna,,2023.11.15,8,27,,,,,,,,,,,
,,,Sandilippay,,2023.11.15,56,198,,,,,2,,,,,,
,,,Nallur,,2023.11.15,2,5,,,,,,,,,,,
,,,Karaveddy,,2023.11.15,182,635,,,,,2,,,,,,
,දිස්ත්‍රික් එ තුව/khtl;l $l;Lj;njhif/District Total,,,,,978,3372,0,0,0,0,33,0,2,1,9,36,
,9,"මුලතිව්
Ky;iyj;jPT
Mulaitivu",Puthukidiyirippu,Flash Flood,2023.11.17,17,48,,,,,,,,1,3,10,
,දිස්ත්‍රික් එ තුව/khtl;l $l;Lj;njhif/District Total,,,,,17,48,0,0,0,0,0,0,0,1,3,10,
,පළාත් ඵ තුව/ khfhz $l;Lj;njhif/Province Total,,,,,995,3420,0,0,0,0,33,0,2,2,12,46,
"වයඹ පලාත
tlNky;
khfhzk;
North Western",10,"පුත්තලම
Gj;jsk;
Puttalam",Nattandiya,Flood,2023.11.08-12,7,26,,,,,,,,,,,
,,,Arachikattuwa,,2023.11.05-06,38,120,,,,,,,,,,,
,,,Mundalama,,2023.11.03-17,458,1684,,,,,1,,4,,,,
,,,Mahawewa,,2023.11.06-10,9,38,,,,,,,,,,,
,,,Kalpitiya,,2023.11.06- 15,114,574,,,,,,,,,,,
,,,Wennappuwa,,2023.11.07-13,28,104,,,,,,,,,,,
,දිස්ත්‍රික් එ තුව/khtl;l $l;Lj;njhif/District Total,,,,,654,2546,0,0,0,0,1,0,4,0,0,0,
,පළාත් ඵ තුව/ khfhz $l;Lj;njhif/Province Total,,,,,654,2546,0,0,0,0,1,0,4,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,1680,6089,0,5,0,0,53,0,6,11,157,520,
,,,ආ ප ද ා ළමනා රණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre,,,,,,,,,,,,,,,
"හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,,,,
"ෆැක්ස්ත්‍ර/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com",,,,,,,,,,,,,,,,,,
"කවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk
…..............................................",,,,,,,,,,,,,,,,,,
