River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,3.90,3.75,Normal,,-,,,
,Kelani Ganga,Hanwella,m,6.50,7.50,9.50,6.85,6.73,Alert,Falling,4.4,,,
,Kelani Ganga,Glencourse,m,15.00,15.50,19.00,14.60,14.30,Normal,,18.6,,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,2.88,2.98,Normal,,138.0,,,
,Gurugoda Oya,Holombuwa,m,3.00,4.00,6.00,1.04,1.04,Normal,,14.1,,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,7.00,2.14,2.05,Normal,,5,,7.4,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.27,1.32,Normal,,153.3,,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.95,2.00,Normal,,1.9,,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,8.56,8.60,Normal,,18.5,,,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,7.23,7.11,Alert,Falling,6,,6.7,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.44,2.38,Normal,,,33.1,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,5.36,5.37,Alert,Rising,17.9,,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.66,2.67,Normal,,16.6,,,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.52,2.49,Normal,,,34.7,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.98,0.96,Normal,,,38.1,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.42,4.38,Normal,,,40.4,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.25,1.27,Normal,,,32.0,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.51,0.51,Normal,,,38.8,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.09,1.08,Normal,,0.0,,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,0.08,0.08,Normal,,0.0,,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.52,0.52,Normal,,1.0,,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,0.96,0.97,Normal,,0.0,,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.21,-0.21,Normal,,1.2,,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.58,0.58,Normal,,0.0,,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.18,0.18,Normal,,0.6,,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.11,0.11,Normal,,0.5,,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,0.07,0.07,Normal,,0.0,,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-2.78,-2.76,Normal,,1.2,,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,4.85,4.72,Normal,,,43.5,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,2.62,2.63,Normal,,129.8,,,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.19,0.19,Normal,,3.2,,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,1.21,1.21,Normal,,0.0,,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.42,0.42,Normal,,0.0,,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.01,1.01,Normal,,0.0,,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.03,0.03,Normal,,0.0,,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,-0.01,-0.01,Normal,,0.0,,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.68,3.48,Normal,,2.5,,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,2.00,1.88,Normal,,4.5,,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.60,1.60,Normal,,1.5,,,
