"ඌව
Cth khfhzk
; Uva",3,"බදුල්ල
gJs;is
Badulla",Welimada,"Heavy Rain &
Highwind",2022.10.31 /11.01,2,9,,,,,2,,,,,,
,,,Bandarawela,,,7,27,1,,,,5,,,,,,
,,,Ella,"Lightning & Cutting
Failture",,7,29,,,,,6,,,1,3,15,
,,,Uvaparanagama,Cutting Faliure,,3,13,,,,,1,,,,,,
,,,Haliela,Heavy Rain,,3,8,1,,,,2,,,,,,
,,,Meegahakiula,High wind,,1,3,,,,,1,,,,,,
,,,Passara,"Landslide Risk &
Cutting faliture",,82,328,,,,,50,,,1,8,33,
,,,Haldunmulla,Lightning,,1,4,,,,,1,,,,,,
,,,Kandakatiya,Lightning,,1,3,,,,,1,,,,,,
,,,Lunugala,Heavy Rain,,1,3,1,,,,,,,,,,
,,,Soranatota,High wind,,1,7,,,,,1,,,,,,
,,,Haputale,Cutting faliture,,1,3,,,,,1,,,,,,
,,,Badulla,Cutting faliture,,1,3,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,111,440,3,0,0,0,71,0,0,2,11,48,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,111,440,3,0,0,0,71,0,0,2,11,48,
,4,"නුවර
fz;b
Kandy",Ganga Ihala Korale,Cutting Faliure,2022.10.31,1,4,,,,,1,,,,,,
,,,Thumpane,"Heavy Rain &
Highwind",2022.11.01,1,5,,,,,1,,,,,,
,,,Udunuwara,,,2,6,,,,,2,,,,,,
,,,Delthota,Drowning,,,,1,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,4,15,1,0,0,0,4,0,0,0,0,0,
"මධ්‍යම පලාත
kj;jpa
khfhzk; Central",5,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Walapane,Cutting Faliure,2022.10.31-11.01,2,7,,,,,1,,,,,,
,,,,Tree Fallen,2022.10.30,1,3,,,,,1,,,,,,
,,,Hanguranketha,Rock Fallen,2022.10.31,1,2,,,,,1,,,,,,
,,,Nuwara Eliya,Cutting Faliure,2022.10.30-31,5,21,,,,,4,,,,,,
,,,,Flood,2022.10.30,4,23,,,,,,,,,,,
,,,,Landslide,2022.10.30,1,3,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,14,59,0,0,0,0,8,0,0,0,0,0,
,6,"මාතලල් khj;jis
Matale",Rattota,Collapses of wall,2022.11.05,,,1,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,0,0,1,0,0,0,0,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,18,74,2,0,0,0,12,0,0,0,0,0,
"උතුරු පලාත
tl khfhzk;
Northen",7,"යාපනය
aho;g;ghzk; Jaffna",Sandilippay,Flash Flood,2022.10.30-11.01,12,37,,,,,,,,,,,
,,,,,2022.11.01,1,5,,,,,1,,,,,,
,,,Uduvil,,,1,5,,,,,1,,,,,,
,,,Kopay,,2022.11.01 / 03,3,11,,,,,3,,,,,,
,,,Jaffna,,2022.11.04,1,3,,,,1,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,18,61,0,0,0,1,5,0,0,0,0,0,
,8,"මුලතිව්
Ky;iyj;jPT
Mulaitivu",Maritimepattu,Lightning,2022.11.03,1,5,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1,5,0,0,0,0,1,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,19,66,0,0,0,1,6,0,0,0,0,0,
"නැලගනහිර පලාත
fpof;F Eastern",9,"ත්‍රීකුණාමලය
jp.kiy
Trincomalee",Seruwila,Lightning,2022.11.02,2,5,1,1,,,,,,,,,
,,,Kinniya,High Wind,2022.11.02,1,6,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,3,11,1,1,0,0,1,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,3,11,1,1,0,0,1,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,210,809,6,1,0,1,142,0,0,2,11,48,
,,,ආ ප ද ා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre,,,,,,,,,,,,,,,
,,,"හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0",,,,,,,,,,,112136136,,,,
,,,ෆැක්ස්ත්‍ර/ njhiy efy; / Fax: 0112670079,,,,,,,,,,,,,,,
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com,,,,,,,,,,,,,,,,,,
"ලවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
