River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,2.80,2.10,Normal,,-,,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,4.64,4.58,Normal,,17.,,,7
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,12.01,11.98,Normal,,,10.3,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,2.50,2.47,Normal,,5.5,,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.33,1.31,Normal,,28.1,,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.36,1.35,Normal,,,9.1,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.93,0.93,Normal,,0.0,,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,2.50,2.47,Normal,,1.4,,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.50,7.43,Normal,,16.,,,4
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,2.72,2.68,Normal,,,9.7,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,3.25,3.21,Normal,,0.0,,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,6.68,6.67,Minor Flood,Falling,,8.2,,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,2.44,2.44,Normal,,4.7,,,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.78,3.75,Alert,Falling,1.0,,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.41,1.40,Alert,Falling,0.5,,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.82,4.78,Normal,,0.0,,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.31,1.31,Normal,,1.7,,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.54,0.53,Normal,,0.0,,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.82,0.82,Normal,,1,,2.8,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.19,0.17,Normal,,5.2,,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.61,0.61,Normal,,0.0,,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.12,1.12,Normal,,1.7,,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.29,-0.29,Normal,,1.1,,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.79,0.79,Normal,,5.6,,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.75,0.73,Normal,,1,,2.4,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.20,0.20,Normal,,0.3,,,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.98,-1.00,Normal,,0.0,,,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.16,0.14,Normal,,0.0,,,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.74,-2.85,Normal,,4.2,,,
Mahaweli Ganga,Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,3.00,3.20,Normal,,,9.9,,
(RB 60),Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.71,1.69,Normal,,,7.9,,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.38,0.39,Normal,,2.1,,,
,Agra Oya,Calidonia,m,3.00,3.50,4.50,0.98,0.98,Normal,,2.8,,,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.73,1.73,Normal,,27.4,,,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.36,0.36,Normal,,0.0,,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.29,1.30,Normal,,0.3,,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.04,0.04,Normal,,1.4,,,
"Deduru Oya
(RB 99)",Deduru Oya,Ridi bendi Ella (Dam),m,3.30,4.20,4.70,1.50,1.49,Normal,,,8.4,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.27,3.28,Normal,,16.,,,1
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,2.12,2.10,Normal,,5.0,,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,2.40,2.40,Normal,,1,,4.1,
