"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka
දිනය /jpfjp / Date : 19th August 2020 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purvie",,"Heavy Rain & High
windආපදාව mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"මධයම ලොත
kj;jpa khfhzk
Central",1,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Nuwaraeliya,Fire,2020.08.11,35,125,,,,24,,,,1,35,125,Muththumari amman Kovil
,,,Kothmale,,2020.08.18,1,1,,,,,1,,,,,,
,දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,36,126,0,0,0,24,1,0,0,1,35,125,
,,,,Heavy Rain,2020.08.10,1,1,,,,,1,,,,,,
,,,Udapalatha,Tree Fallen,2020.08.18,2,9,,,,,1,,,,,,
,,,,Wall collapse,,1,5,,,,,1,,,,,,
,2,නුවර,,,2020.08.05,1,4,,,,,1,,,,,,
,,"fz;b
Kandy",Yatinuwara,Heavy Rain,2020.08.13,1,2,,,,1,,,,,,,
,,,Minepe,,2020.08.17,1,1,,,,,1,,,,,,
,,,Delthota,High Wind,2020.08.18,1,6,,,,,1,,,,,,
,,,Ududumbara,,,1,1,,,,,1,,,,,,
,දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,9,29,0,0,0,1,7,0,0,0,0,0,
,ළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,45,155,0,0,0,25,8,0,0,1,35,125,
"ඌව
Cth khfhzk;
Uva",3,"බදුල්ල
gJs;is",Welimada,Fire,2020.08.17,12,54,,,,12,,,,1,12,54,
,,Badulla,Megahakiula,High Wind,2020.08.11,1,4,,,,,1,,,,,,
,,,Uwaparanagama,,2020.08.18,1,4,,,,,1,,,,,,
,දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,14,62,0,0,0,12,2,0,0,1,12,54,
,ළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,14,62,0,0,0,12,2,0,0,1,12,54,
"නැපගනහිර ලොත
fpof;F
Eastern",4,"මඩකලපුව
kl;lf;fsg;G
Batticaloa",Koralaipattu North,High Wind,2020.08.17,1,5,,,,,1,,,,,,
,දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1,5,0,0,0,0,1,0,0,0,0,0,
,ළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,1,5,0,0,0,0,1,0,0,0,0,0,
"උතුරුමැද ලොත
tlkj;jpa
khfhzk;
North Central",5,"ප ොපලොන්නරුව
nghyd;dWit
Polonnaruwa",Welikanda,High Wind,2020.08.12,1,4,,,,,1,,,,,,
,දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1,4,0,0,0,0,1,0,0,0,0,0,
,ළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,1,4,0,0,0,0,1,0,0,0,0,0,
"සබරගමුව ලොත
rg;ufKt
Sabaragamuwa",6,"කෑගල්ල
Nffhiy
Kegalle",Galigamuwa,Tree Fallen,2020.08.11/15,2,7,,,,,2,,,,,,
,දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,2,7,0,0,0,0,2,0,0,0,0,0,
,ළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,2,7,0,0,0,0,2,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,63,233,0,0,0,37,14,0,0,2,47,179,
,,,"රොජකොරි භොර නිළධොරි / flik mjpfhhp / Duty Officer : 011 2670002
මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :
ආ ද ො ක ළමනොකරණ මධයස්ථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,"ෆැක්ස්/ njhiy efy; / Fax: 0112670079
විදුත් තැ ැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com
පවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,
